List,dec
text+button,16.7%
popup_with_access,0.0%
text_only,13.3%
open_with,2.2%
text_empty,16.7%
share_with,94.2%
list+on_off,60.0%
advertisement+button,85.0%
image_list,66.7%
popup_date,0.0%
movie,3.3%
menu_list,82.9%
translate_with_sound,0.0%
IME,10.0%
dialer,13.3%
translate,92.0%
image_view,7.5%
location_selection,3.3%
continue_as_name,75.0%
popup_with_full_screen,2.9%
pinpoint_location,76.7%
popup_with_continue_as_name,74.3%
list,10.0%
camera,0.0%
picture,6.7%
popup,3.3%
navigation_menu,6.7%
input_form,3.3%
select_dialog,53.3%
calendar,90.0%
text_image,3.3%
continue_button,9.5%
theme,0.0%
homescreen,20.0%
Total,32.2%
