List,dec
text+button,11.1%
popup_with_access,83.3%
text_only,10.0%
open_with,80.0%
text_empty,3.3%
share_with,80.8%
list+on_off,94.3%
advertisement+button,75.0%
image_list,55.6%
popup_date,50.0%
movie,20.0%
menu_list,37.1%
translate_with_sound,70.6%
IME,10.0%
dialer,13.3%
translate,92.0%
image_view,22.5%
location_selection,0.0%
continue_as_name,75.0%
popup_with_full_screen,2.9%
pinpoint_location,3.3%
popup_with_continue_as_name,77.1%
list,2.5%
camera,92.5%
picture,0.0%
popup,16.7%
navigation_menu,35.6%
input_form,3.3%
select_dialog,36.7%
calendar,0.0%
text_image,3.3%
continue_button,11.9%
theme,18.2%
homescreen,0.0%
Total,38.2%
