List,dec
text+button,11.1%
popup_with_access,80.0%
text_only,10.0%
open_with,0.0%
text_empty,3.3%
share_with,94.2%
list+on_off,0.0%
advertisement+button,92.5%
image_list,40.0%
popup_date,33.3%
movie,20.0%
menu_list,5.7%
translate_with_sound,0.0%
IME,10.0%
dialer,20.0%
translate,0.0%
image_view,5.0%
location_selection,0.0%
continue_as_name,75.0%
popup_with_full_screen,5.7%
pinpoint_location,3.3%
popup_with_continue_as_name,2.9%
list,2.5%
camera,57.5%
picture,6.7%
popup,6.7%
navigation_menu,2.2%
input_form,6.7%
select_dialog,0.0%
calendar,3.3%
text_image,13.3%
continue_button,2.4%
theme,77.3%
homescreen,20.0%
Total,21.4%
