List,dec
text+button,0.0%
popup_with_access,0.0%
text_only,3.3%
open_with,0.0%
text_empty,3.3%
share_with,57.7%
list+on_off,94.3%
advertisement+button,25.0%
image_list,60.0%
popup_date,0.0%
movie,6.7%
menu_list,85.7%
translate_with_sound,0.0%
IME,0.0%
dialer,0.0%
translate,0.0%
image_view,0.0%
location_selection,16.7%
continue_as_name,0.0%
popup_with_full_screen,8.6%
pinpoint_location,70.0%
popup_with_continue_as_name,62.9%
list,5.0%
camera,17.5%
picture,0.0%
popup,0.0%
navigation_menu,4.4%
input_form,3.3%
select_dialog,20.0%
calendar,13.3%
text_image,0.0%
continue_button,2.4%
theme,9.1%
homescreen,0.0%
Total,21.0%
