List,dec
text+button,16.7%
popup_with_access,80.0%
text_only,16.7%
open_with,51.1%
text_empty,0.0%
share_with,53.8%
list+on_off,94.3%
advertisement+button,15.0%
image_list,40.0%
popup_date,16.7%
movie,53.3%
menu_list,40.0%
translate_with_sound,100.0%
IME,20.0%
dialer,6.7%
translate,92.0%
image_view,5.0%
location_selection,76.7%
continue_as_name,75.0%
popup_with_full_screen,25.7%
pinpoint_location,0.0%
popup_with_continue_as_name,0.0%
list,10.0%
camera,90.0%
picture,40.0%
popup,10.0%
navigation_menu,62.2%
input_form,13.3%
select_dialog,0.0%
calendar,0.0%
text_image,6.7%
continue_button,2.4%
theme,95.5%
homescreen,0.0%
Total,35.9%
