List,dec
text+button,27.8%
popup_with_access,3.3%
text_only,3.3%
open_with,51.1%
text_empty,36.7%
share_with,80.8%
list+on_off,91.4%
advertisement+button,92.5%
image_list,17.8%
popup_date,0.0%
movie,6.7%
menu_list,77.1%
translate_with_sound,0.0%
IME,0.0%
dialer,6.7%
translate,92.0%
image_view,5.0%
location_selection,0.0%
continue_as_name,0.0%
popup_with_full_screen,14.3%
pinpoint_location,10.0%
popup_with_continue_as_name,77.1%
list,25.0%
camera,0.0%
picture,0.0%
popup,0.0%
navigation_menu,13.3%
input_form,10.0%
select_dialog,20.0%
calendar,20.0%
text_image,3.3%
continue_button,2.4%
theme,0.0%
homescreen,0.0%
Total,28.3%
