List,dec
text+button,5.6%
popup_with_access,0.0%
text_only,26.7%
open_with,55.6%
text_empty,6.7%
share_with,82.7%
list+on_off,91.4%
advertisement+button,77.5%
image_list,40.0%
popup_date,0.0%
movie,3.3%
menu_list,37.1%
translate_with_sound,100.0%
IME,10.0%
dialer,6.7%
translate,92.0%
image_view,7.5%
location_selection,0.0%
continue_as_name,87.5%
popup_with_full_screen,8.6%
pinpoint_location,0.0%
popup_with_continue_as_name,80.0%
list,25.0%
camera,0.0%
picture,53.3%
popup,13.3%
navigation_menu,2.2%
input_form,16.7%
select_dialog,6.7%
calendar,3.3%
text_image,6.7%
continue_button,2.4%
theme,0.0%
homescreen,0.0%
Total,29.1%
