List,dec
text+button,0.0%
popup_with_access,0.0%
text_only,26.7%
open_with,22.2%
text_empty,3.3%
share_with,71.2%
list+on_off,91.4%
advertisement+button,67.5%
image_list,55.6%
popup_date,50.0%
movie,10.0%
menu_list,2.9%
translate_with_sound,0.0%
IME,0.0%
dialer,0.0%
translate,0.0%
image_view,2.5%
location_selection,23.3%
continue_as_name,75.0%
popup_with_full_screen,2.9%
pinpoint_location,46.7%
popup_with_continue_as_name,0.0%
list,5.0%
camera,52.5%
picture,0.0%
popup,0.0%
navigation_menu,73.3%
input_form,10.0%
select_dialog,13.3%
calendar,0.0%
text_image,0.0%
continue_button,0.0%
theme,0.0%
homescreen,0.0%
Total,23.9%
