List,dec
text+button,5.6%
popup_with_access,80.0%
text_only,43.3%
open_with,2.2%
text_empty,3.3%
share_with,76.9%
list+on_off,20.0%
advertisement+button,0.0%
image_list,64.4%
popup_date,50.0%
movie,63.3%
menu_list,40.0%
translate_with_sound,100.0%
IME,0.0%
dialer,13.3%
translate,52.0%
image_view,22.5%
location_selection,3.3%
continue_as_name,75.0%
popup_with_full_screen,8.6%
pinpoint_location,76.7%
popup_with_continue_as_name,0.0%
list,10.0%
camera,57.5%
picture,53.3%
popup,3.3%
navigation_menu,4.4%
input_form,0.0%
select_dialog,60.0%
calendar,50.0%
text_image,10.0%
continue_button,2.4%
theme,0.0%
homescreen,0.0%
Total,30.1%
