List,dec
r31,0.0%
r7,100.0%
r10,40.0%
r21,0.0%
r34,22.9%
r4,0.0%
r33,8.6%
r12,23.3%
r13,40.0%
r6,97.1%
r29,100.0%
r3,6.7%
r24,5.0%
r32,96.7%
r16,10.0%
r28,0.0%
r25,3.3%
r23,16.7%
r18,6.7%
r11,20.0%
r27,96.0%
r5,37.5%
r17,3.3%
r19,100.0%
r8,66.7%
r1,6.7%
r30,36.7%
r22,7.1%
r26,53.3%
r9,0.0%
r14,2.2%
r2,2.5%
r20,72.5%
r15,0.0%
Total,33.2%
