List,dec
r31,0.0%
r7,3.3%
r10,20.0%
r21,0.0%
r34,17.1%
r4,10.0%
r33,54.3%
r12,6.7%
r13,42.9%
r6,0.0%
r29,0.0%
r3,13.3%
r24,5.0%
r32,93.3%
r16,36.7%
r28,0.0%
r25,3.3%
r23,5.6%
r18,3.3%
r11,22.2%
r27,4.0%
r5,25.0%
r17,20.0%
r19,0.0%
r8,0.0%
r1,6.7%
r30,3.3%
r22,7.1%
r26,6.7%
r9,18.2%
r14,13.3%
r2,90.0%
r20,55.0%
r15,36.7%
Total,20.4%
