List,dec
text+button,16.7%
popup_with_access,3.3%
text_only,6.7%
open_with,0.0%
text_empty,6.7%
share_with,94.2%
list+on_off,42.9%
advertisement+button,25.0%
image_list,66.7%
popup_date,0.0%
movie,26.7%
menu_list,82.9%
translate_with_sound,0.0%
IME,10.0%
dialer,6.7%
translate,92.0%
image_view,7.5%
location_selection,0.0%
continue_as_name,75.0%
popup_with_full_screen,20.0%
pinpoint_location,76.7%
popup_with_continue_as_name,68.6%
list,57.5%
camera,0.0%
picture,53.3%
popup,23.3%
navigation_menu,6.7%
input_form,3.3%
select_dialog,0.0%
calendar,90.0%
text_image,23.3%
continue_button,4.8%
theme,0.0%
homescreen,0.0%
Total,31.5%
