List,dec
text+button,22.2%
popup_with_access,80.0%
text_only,23.3%
open_with,2.2%
text_empty,16.7%
share_with,94.2%
list+on_off,42.9%
advertisement+button,60.0%
image_list,66.7%
popup_date,0.0%
movie,60.0%
menu_list,82.9%
translate_with_sound,29.4%
IME,50.0%
dialer,6.7%
translate,92.0%
image_view,7.5%
location_selection,0.0%
continue_as_name,0.0%
popup_with_full_screen,25.7%
pinpoint_location,76.7%
popup_with_continue_as_name,2.9%
list,5.0%
camera,0.0%
picture,0.0%
popup,3.3%
navigation_menu,24.4%
input_form,3.3%
select_dialog,56.7%
calendar,3.3%
text_image,13.3%
continue_button,7.1%
theme,4.5%
homescreen,0.0%
Total,31.7%
