name,0,1,2,3,4,5,6,7,8,9,Mean_pg,Std_pg
rico,0.434,,,,,,,,,,0.434,0.0
seq2seq,0.414,0.39,0.41100000000000003,0.41600000000000004,0.414,0.39,0.41200000000000003,0.355,0.39899999999999997,0.445,0.4046,0.02225398840657558
tree,0.46299999999999997,0.493,0.474,0.47700000000000004,0.442,0.495,0.444,0.507,0.49,0.426,0.4711,0.025339494864736356
conv_se,0.41200000000000003,0.484,0.358,0.392,0.46799999999999997,0.44299999999999995,0.425,0.456,0.457,0.434,0.43289999999999995,0.035836992061276565
conv_re,0.32,0.231,0.33,0.3,0.302,0.287,0.315,0.29600000000000004,0.28,0.33299999999999996,0.29940000000000005,0.02821418083163145
rico_seq2seq_add,0.45299999999999996,0.46299999999999997,0.507,0.45399999999999996,0.46299999999999997,0.469,0.425,0.465,0.429,0.493,0.46209999999999996,0.023767414667986087
rico_seq2seq_cat,0.49700000000000005,0.425,0.49200000000000005,0.451,0.462,0.48,0.449,0.46299999999999997,0.489,0.47100000000000003,0.46790000000000004,0.02137966323401752
rico_tree_add,0.48700000000000004,0.501,0.603,0.479,0.527,0.47700000000000004,0.55,0.5670000000000001,0.467,0.493,0.5151,0.042807592784458226
rico_tree_cat,0.452,0.527,0.545,0.41,0.514,0.511,0.575,0.541,0.583,0.46399999999999997,0.5122,0.05241908049556001
conv_re_conv_se_add,0.428,0.397,0.41700000000000004,0.414,0.337,0.327,0.365,0.44,0.37799999999999995,0.41100000000000003,0.39139999999999997,0.036423069612540895
conv_re_conv_se_cat,0.396,0.32299999999999995,0.441,0.363,0.39,0.32,0.36700000000000005,0.41100000000000003,0.38,0.406,0.3797,0.03608337567357024
rico_conv_se_add,0.44799999999999995,0.484,0.48700000000000004,0.38,0.512,0.49200000000000005,0.442,0.41200000000000003,0.428,0.43700000000000006,0.45220000000000005,0.0389224870736699
rico_conv_se_cat,0.449,0.484,0.506,0.414,0.442,0.49200000000000005,0.442,0.41200000000000003,0.433,0.43700000000000006,0.4511,0.03061192578064961
seq2seq_conv_se_add,0.45,0.502,0.44299999999999995,0.44,0.462,0.461,0.49200000000000005,0.35600000000000004,0.419,0.511,0.45359999999999995,0.04274388845203487
seq2seq_conv_se_cat,0.449,0.527,0.48700000000000004,0.38,0.5,0.39799999999999996,0.442,0.41200000000000003,0.433,0.43700000000000006,0.44650000000000006,0.043870833135467135
tree_conv_se_add,0.449,0.423,0.507,0.377,0.502,0.45299999999999996,0.49200000000000005,0.41200000000000003,0.429,0.457,0.45009999999999994,0.03964706798743131
tree_conv_se_cat,0.449,0.46399999999999997,0.48700000000000004,0.397,0.5,0.39799999999999996,0.442,0.41200000000000003,0.433,0.43700000000000006,0.44190000000000007,0.032998333291243666
rico_conv_re_add,0.384,0.263,0.27699999999999997,0.297,0.23199999999999998,0.282,0.29100000000000004,0.248,0.271,0.275,0.282,0.038629004646767696
rico_conv_re_cat,0.37,0.23199999999999998,0.282,0.273,0.23199999999999998,0.309,0.29100000000000004,0.354,0.294,0.275,0.2912,0.04262112152442729
seq2seq_conv_re_add,0.37,0.263,0.26899999999999996,0.31,0.278,0.282,0.311,0.314,0.244,0.324,0.2965,0.03470518693221519
seq2seq_conv_re_cat,0.37,0.23199999999999998,0.308,0.302,0.23199999999999998,0.309,0.29100000000000004,0.285,0.294,0.327,0.29500000000000004,0.03888187238289844
tree_conv_re_add,0.37,0.249,0.33399999999999996,0.34600000000000003,0.276,0.282,0.29,0.344,0.33899999999999997,0.355,0.31849999999999995,0.038512984823303426
tree_conv_re_cat,0.37,0.23199999999999998,0.307,0.292,0.23199999999999998,0.309,0.29100000000000004,0.249,0.295,0.275,0.2852,0.03934920583696703
rico_seq2seq_add_0.1,0.444,0.40700000000000003,0.41100000000000003,0.37799999999999995,0.35700000000000004,0.43,0.381,0.395,0.391,0.457,0.4051,0.029656196654325045
rico_seq2seq_add_0.2,0.42200000000000004,0.408,0.426,0.413,0.373,0.409,0.385,0.40299999999999997,0.376,0.405,0.40199999999999997,0.017314733610425542
rico_seq2seq_add_0.3,0.42200000000000004,0.353,0.442,0.39,0.428,0.397,0.405,0.39799999999999996,0.409,0.465,0.4109000000000001,0.029149442533262973
rico_seq2seq_add_0.4,0.434,0.426,0.42700000000000005,0.41,0.43,0.42700000000000005,0.46299999999999997,0.43700000000000006,0.42100000000000004,0.45,0.4325,0.014165097952361635
rico_seq2seq_add_0.5,0.45299999999999996,0.46299999999999997,0.507,0.45399999999999996,0.46299999999999997,0.469,0.425,0.465,0.429,0.493,0.46209999999999996,0.023767414667986087
rico_seq2seq_add_0.6,0.496,0.475,0.451,0.491,0.493,0.5,0.517,0.46,0.495,0.445,0.48229999999999995,0.022311656146507812
rico_seq2seq_add_0.7,0.49,0.47600000000000003,0.5379999999999999,0.444,0.498,0.433,0.442,0.515,0.526,0.544,0.49060000000000004,0.03881546083714581
rico_seq2seq_add_0.8,0.527,0.45899999999999996,0.517,0.46799999999999997,0.495,0.526,0.498,0.531,0.45799999999999996,0.5,0.4979,0.02666252051100948
rico_seq2seq_add_0.9,0.45399999999999996,0.43200000000000005,0.479,0.447,0.4,0.431,0.41600000000000004,0.473,0.41600000000000004,0.47,0.4418,0.025728583326720476
rico_seq2seq_cat_0.1,0.402,0.418,0.45399999999999996,0.41600000000000004,0.4,0.355,0.363,0.41700000000000004,0.382,0.391,0.3998,0.027545598559479516
rico_seq2seq_cat_0.2,0.38799999999999996,0.402,0.473,0.39,0.43,0.374,0.43,0.41,0.465,0.49,0.4252000000000001,0.03758669977531946
rico_seq2seq_cat_0.3,0.455,0.424,0.46299999999999997,0.40299999999999997,0.363,0.43,0.389,0.39899999999999997,0.433,0.42100000000000004,0.41800000000000004,0.02874021572639983
rico_seq2seq_cat_0.4,0.42700000000000005,0.45799999999999996,0.43,0.41100000000000003,0.38,0.42700000000000005,0.39299999999999996,0.41200000000000003,0.46299999999999997,0.48100000000000004,0.4282,0.030022658110167393
rico_seq2seq_cat_0.5,0.49700000000000005,0.425,0.49200000000000005,0.451,0.462,0.48,0.449,0.46299999999999997,0.489,0.47100000000000003,0.46790000000000004,0.02137966323401752
rico_seq2seq_cat_0.6,0.512,0.48100000000000004,0.494,0.555,0.5539999999999999,0.48100000000000004,0.47200000000000003,0.428,0.527,0.532,0.5035999999999999,0.03799263086441895
rico_seq2seq_cat_0.7,0.525,0.53,0.56,0.5539999999999999,0.424,0.442,0.473,0.525,0.505,0.537,0.5075000000000001,0.044007385743758974
rico_seq2seq_cat_0.8,0.502,0.491,0.493,0.46799999999999997,0.479,0.514,0.47100000000000003,0.461,0.465,0.45899999999999996,0.4803,0.01783844163597258
rico_seq2seq_cat_0.9,0.428,0.48,0.409,0.40399999999999997,0.488,0.44299999999999995,0.41700000000000004,0.435,0.445,0.425,0.43739999999999996,0.026552589327596656
rico_tree_add_0.1,0.529,0.469,0.484,0.527,0.511,0.49200000000000005,0.532,0.444,0.46299999999999997,0.45899999999999996,0.49099999999999994,0.0306137224133231
rico_tree_add_0.2,0.488,0.486,0.508,0.466,0.515,0.46799999999999997,0.502,0.502,0.491,0.45899999999999996,0.4884999999999999,0.018045775128821714
rico_tree_add_0.3,0.514,0.516,0.506,0.45399999999999996,0.496,0.489,0.465,0.45799999999999996,0.508,0.503,0.4909,0.02230448385414916
