name,0,1,2,3,4,5,6,7,8,9,Mean_ag,Std_ag
transformer_mean_conv_re_cat,0.226,0.151,0.188,0.178,0.174,0.187,0.155,0.199,0.168,0.111,0.1737,0.029332746206245333
rico_seq2seq_add_0.1,0.294,0.261,0.272,0.271,0.277,0.259,0.288,0.278,0.308,0.325,0.2833,0.01979924240974891
rico_transformer_add_0.1,0.301,0.338,0.312,0.292,0.31,0.321,0.309,0.276,0.34,0.287,0.30860000000000004,0.019698730923589983
rico_transformer_mean_add_0.1,0.325,0.298,0.347,0.336,0.363,0.355,0.324,0.298,0.324,0.318,0.3288,0.020769207977195468
conv_re_conv_se_add_0.1,0.323,0.335,0.314,0.291,0.303,0.369,0.334,0.354,0.372,0.341,0.3336,0.025393700006103876
rico_seq2seq_add_0.2,0.267,0.26,0.287,0.285,0.264,0.264,0.272,0.268,0.324,0.32,0.28109999999999996,0.02210633393396562
rico_transformer_add_0.2,0.281,0.323,0.361,0.336,0.308,0.302,0.271,0.331,0.329,0.302,0.31440000000000007,0.02558984173456334
rico_transformer_mean_add_0.2,0.345,0.353,0.329,0.315,0.366,0.346,0.32,0.335,0.333,0.35,0.3392,0.014898322053170944
conv_re_conv_se_add_0.2,0.325,0.269,0.324,0.25,0.277,0.263,0.308,0.305,0.353,0.345,0.3019,0.033833267651824574
rico_seq2seq_add_0.3,0.271,0.264,0.273,0.288,0.255,0.282,0.284,0.259,0.301,0.296,0.2773,0.014697278659670288
rico_transformer_add_0.3,0.298,0.344,0.361,0.352,0.317,0.325,0.346,0.339,0.366,0.312,0.33599999999999997,0.021109239683134013
rico_transformer_mean_add_0.3,0.329,0.323,0.373,0.321,0.334,0.335,0.317,0.337,0.333,0.334,0.33360000000000006,0.014609585894199736
conv_re_conv_se_add_0.3,0.346,0.253,0.307,0.273,0.246,0.244,0.289,0.321,0.291,0.336,0.29059999999999997,0.034943382778431745
rico_seq2seq_add_0.4,0.321,0.263,0.317,0.279,0.274,0.265,0.297,0.263,0.312,0.32,0.2911,0.023602754076590293
rico_transformer_add_0.4,0.319,0.309,0.331,0.33,0.313,0.347,0.327,0.347,0.339,0.332,0.3294,0.012330450113438677
rico_transformer_mean_add_0.4,0.37,0.36,0.359,0.386,0.351,0.347,0.322,0.358,0.326,0.334,0.35130000000000006,0.018841709051994192
conv_re_conv_se_add_0.4,0.252,0.237,0.291,0.272,0.269,0.212,0.262,0.349,0.231,0.275,0.265,0.035810612952028614
rico_seq2seq_add_0.5,0.376,0.319,0.347,0.303,0.32,0.346,0.33,0.307,0.326,0.354,0.33280000000000004,0.021572204337990123
rico_transformer_add_0.5,0.313,0.314,0.349,0.296,0.345,0.308,0.343,0.311,0.348,0.271,0.3198,0.02462843884617942
rico_transformer_mean_add_0.5,0.312,0.313,0.319,0.319,0.356,0.346,0.339,0.334,0.313,0.361,0.33120000000000005,0.017662389419328284
conv_re_conv_se_add_0.5,0.251,0.221,0.287,0.276,0.245,0.199,0.242,0.345,0.244,0.243,0.25529999999999997,0.03795536852673149
rico_seq2seq_add_0.6,0.378,0.291,0.416,0.321,0.324,0.291,0.372,0.292,0.303,0.368,0.33559999999999995,0.04233957959167758
rico_transformer_add_0.6,0.359,0.318,0.306,0.298,0.321,0.319,0.316,0.309,0.379,0.362,0.32870000000000005,0.026138286095304716
rico_transformer_mean_add_0.6,0.311,0.294,0.305,0.349,0.317,0.316,0.33,0.289,0.326,0.372,0.3209,0.023750578940312173
conv_re_conv_se_add_0.6,0.227,0.191,0.3,0.241,0.222,0.187,0.197,0.256,0.208,0.202,0.22310000000000002,0.0331977408869941
rico_seq2seq_add_0.7,0.372,0.292,0.329,0.336,0.317,0.314,0.318,0.371,0.385,0.398,0.3432,0.03376625534464846
rico_transformer_add_0.7,0.372,0.315,0.291,0.282,0.306,0.334,0.281,0.299,0.324,0.285,0.3089,0.02716044918627084
rico_transformer_mean_add_0.7,0.331,0.326,0.26,0.314,0.267,0.297,0.302,0.321,0.326,0.303,0.3047,0.023324021951627468
conv_re_conv_se_add_0.7,0.236,0.201,0.26,0.255,0.199,0.175,0.167,0.257,0.182,0.209,0.2141,0.03361978584107876
rico_seq2seq_add_0.8,0.304,0.326,0.341,0.295,0.333,0.302,0.29,0.326,0.302,0.273,0.30920000000000003,0.020380382724571204
rico_transformer_add_0.8,0.278,0.268,0.286,0.277,0.272,0.271,0.286,0.295,0.228,0.286,0.27470000000000006,0.01748742405273
rico_transformer_mean_add_0.8,0.311,0.227,0.298,0.198,0.281,0.233,0.259,0.224,0.284,0.263,0.2578,0.03461444785057245
conv_re_conv_se_add_0.8,0.222,0.14,0.244,0.226,0.171,0.159,0.118,0.233,0.211,0.184,0.1908,0.0406959457440173
rico_seq2seq_add_0.9,0.285,0.315,0.217,0.237,0.281,0.268,0.262,0.228,0.266,0.274,0.2633,0.02772020923441957
rico_transformer_add_0.9,0.275,0.242,0.293,0.198,0.245,0.234,0.246,0.209,0.204,0.258,0.24040000000000003,0.02911769221624544
rico_transformer_mean_add_0.9,0.199,0.234,0.254,0.222,0.214,0.294,0.229,0.191,0.249,0.233,0.23190000000000005,0.02797302271832631
conv_re_conv_se_add_0.9,0.219,0.156,0.186,0.205,0.15,0.178,0.11,0.212,0.162,0.12,0.1698,0.035312320796005464
rico_seq2seq_cat_0.1,0.295,0.258,0.244,0.276,0.269,0.264,0.278,0.221,0.275,0.286,0.2666,0.020367621363330573
rico_transformer_cat_0.1,0.312,0.316,0.333,0.31,0.304,0.314,0.291,0.292,0.324,0.267,0.30629999999999996,0.017927911200137068
rico_transformer_mean_cat_0.1,0.31,0.316,0.31,0.333,0.328,0.332,0.306,0.303,0.316,0.286,0.31399999999999995,0.013747727084867531
conv_re_conv_se_cat_0.1,0.337,0.358,0.322,0.227,0.324,0.361,0.34,0.271,0.357,0.361,0.3258,0.04194949344151845
rico_seq2seq_cat_0.2,0.258,0.272,0.273,0.3,0.263,0.258,0.27,0.233,0.31,0.292,0.27290000000000003,0.021491626276296534
rico_transformer_cat_0.2,0.347,0.333,0.29,0.304,0.308,0.298,0.322,0.292,0.344,0.307,0.31449999999999995,0.019780040444852483
rico_transformer_mean_cat_0.2,0.323,0.339,0.346,0.349,0.337,0.344,0.315,0.347,0.334,0.324,0.3358,0.011052601503718468
conv_re_conv_se_cat_0.2,0.362,0.306,0.353,0.251,0.262,0.322,0.316,0.31,0.324,0.325,0.3131,0.03295284509719911
rico_seq2seq_cat_0.3,0.309,0.27,0.274,0.304,0.283,0.29,0.291,0.261,0.317,0.324,0.2923,0.019839606850943388
rico_transformer_cat_0.3,0.344,0.351,0.346,0.327,0.298,0.305,0.317,0.319,0.356,0.287,0.32499999999999996,0.022618576436195092
rico_transformer_mean_cat_0.3,0.356,0.349,0.407,0.341,0.378,0.339,0.343,0.334,0.372,0.369,0.3588,0.021558293067866004
conv_re_conv_se_cat_0.3,0.323,0.255,0.302,0.293,0.295,0.236,0.325,0.34,0.287,0.32,0.2976,0.030764264983906255
rico_seq2seq_cat_0.4,0.298,0.327,0.307,0.321,0.312,0.264,0.282,0.284,0.283,0.335,0.30129999999999996,0.021771770713472076
rico_transformer_cat_0.4,0.334,0.359,0.341,0.335,0.306,0.32,0.337,0.322,0.379,0.35,0.33830000000000005,0.019758795509848263
rico_transformer_mean_cat_0.4,0.318,0.321,0.368,0.351,0.374,0.333,0.358,0.373,0.362,0.387,0.35450000000000004,0.022267689597261768
conv_re_conv_se_cat_0.4,0.27,0.235,0.315,0.232,0.227,0.193,0.293,0.302,0.253,0.272,0.25920000000000004,0.036265134771568126
rico_seq2seq_cat_0.5,0.313,0.36,0.339,0.32,0.31,0.287,0.334,0.233,0.333,0.343,0.31720000000000004,0.03403468818720101
rico_transformer_cat_0.5,0.383,0.336,0.327,0.337,0.352,0.326,0.334,0.285,0.347,0.295,0.3322,0.02628611800932196
rico_transformer_mean_cat_0.5,0.34,0.301,0.325,0.371,0.377,0.298,0.363,0.33,0.38,0.36,0.3445,0.0287515216988597
conv_re_conv_se_cat_0.5,0.275,0.213,0.26,0.305,0.214,0.185,0.267,0.302,0.237,0.215,0.2473,0.038670531416053755
rico_seq2seq_cat_0.6,0.372,0.325,0.371,0.326,0.317,0.344,0.329,0.31,0.369,0.346,0.3409000000000001,0.02200204535946601
rico_transformer_cat_0.6,0.313,0.347,0.343,0.322,0.351,0.35,0.316,0.298,0.312,0.326,0.3278,0.017786511743453234
rico_transformer_mean_cat_0.6,0.298,0.322,0.331,0.333,0.296,0.317,0.323,0.312,0.325,0.357,0.3214,0.016764247671756705
conv_re_conv_se_cat_0.6,0.237,0.187,0.286,0.246,0.187,0.192,0.231,0.258,0.24,0.213,0.2277,0.031151404462720453
rico_seq2seq_cat_0.7,0.296,0.37,0.373,0.386,0.368,0.355,0.36,0.327,0.34,0.332,0.3506999999999999,0.025569708641280994
rico_transformer_cat_0.7,0.326,0.286,0.263,0.281,0.308,0.286,0.305,0.319,0.327,0.295,0.2996,0.020000999975001252
rico_transformer_mean_cat_0.7,0.251,0.314,0.274,0.266,0.343,0.292,0.317,0.334,0.348,0.311,0.305,0.031562636138320256
conv_re_conv_se_cat_0.7,0.199,0.167,0.245,0.241,0.202,0.194,0.21,0.246,0.232,0.212,0.21480000000000002,0.024555243839147676
rico_seq2seq_cat_0.8,0.348,0.302,0.322,0.318,0.326,0.291,0.285,0.288,0.319,0.34,0.31389999999999996,0.020666155907667016
rico_transformer_cat_0.8,0.301,0.307,0.297,0.231,0.256,0.271,0.273,0.244,0.282,0.244,0.27060000000000006,0.02505673562138531
rico_transformer_mean_cat_0.8,0.318,0.287,0.278,0.234,0.308,0.271,0.198,0.263,0.297,0.33,0.27840000000000004,0.037754999668918016
conv_re_conv_se_cat_0.8,0.215,0.134,0.243,0.2,0.207,0.184,0.161,0.25,0.184,0.2,0.1978,0.033111327366929885
rico_seq2seq_cat_0.9,0.277,0.235,0.227,0.266,0.277,0.294,0.249,0.263,0.237,0.251,0.2576,0.020411761315476923
rico_transformer_cat_0.9,0.276,0.209,0.274,0.191,0.197,0.203,0.204,0.258,0.247,0.246,0.2305,0.031360006377550376
rico_transformer_mean_cat_0.9,0.237,0.238,0.253,0.187,0.265,0.202,0.209,0.235,0.246,0.223,0.22949999999999998,0.022953213282675695
conv_re_conv_se_cat_0.9,0.226,0.157,0.195,0.201,0.208,0.187,0.159,0.224,0.161,0.151,0.1869,0.026920066864701508
rico_conv_se_add_0.1,0.326,0.345,0.326,0.266,0.332,0.338,0.336,0.309,0.316,0.36,0.3254,0.024046621384302615
seq2seq_conv_se_add_0.1,0.326,0.345,0.319,0.266,0.332,0.338,0.331,0.328,0.316,0.36,0.32609999999999995,0.02339850422569784
transformer_conv_se_add_0.1,0.326,0.345,0.323,0.254,0.273,0.338,0.336,0.328,0.316,0.361,0.31999999999999995,0.0309451126997463
transformer_mean_conv_se_add_0.1,0.326,0.345,0.326,0.266,0.273,0.338,0.336,0.328,0.316,0.36,0.32139999999999996,0.028394365638274074
rico_conv_se_cat_0.1,0.326,0.345,0.326,0.266,0.273,0.338,0.336,0.309,0.316,0.36,0.3195,0.028524550829066523
seq2seq_conv_se_cat_0.1,0.326,0.345,0.326,0.266,0.273,0.338,0.336,0.309,0.316,0.36,0.3195,0.028524550829066523
transformer_conv_se_cat_0.1,0.326,0.345,0.326,0.266,0.273,0.338,0.336,0.309,0.316,0.36,0.3195,0.028524550829066523
transformer_mean_conv_se_cat_0.1,0.326,0.345,0.326,0.266,0.273,0.338,0.336,0.309,0.316,0.36,0.3195,0.028524550829066523
rico_conv_se_add_0.2,0.326,0.345,0.326,0.254,0.333,0.338,0.336,0.309,0.316,0.36,0.3243,0.027118443908159626
seq2seq_conv_se_add_0.2,0.296,0.345,0.319,0.257,0.332,0.336,0.331,0.328,0.316,0.369,0.3229,0.028440991543896635
transformer_conv_se_add_0.2,0.326,0.345,0.323,0.257,0.274,0.338,0.331,0.328,0.316,0.361,0.31989999999999996,0.029934762400927784
transformer_mean_conv_se_add_0.2,0.326,0.345,0.326,0.266,0.273,0.338,0.336,0.329,0.316,0.361,0.3216,0.028555910071296965
rico_conv_se_cat_0.2,0.326,0.345,0.326,0.266,0.273,0.338,0.336,0.309,0.316,0.36,0.3195,0.028524550829066523
seq2seq_conv_se_cat_0.2,0.326,0.345,0.326,0.266,0.273,0.338,0.336,0.309,0.316,0.36,0.3195,0.028524550829066523
transformer_conv_se_cat_0.2,0.326,0.345,0.326,0.266,0.273,0.338,0.336,0.309,0.316,0.36,0.3195,0.028524550829066523
transformer_mean_conv_se_cat_0.2,0.326,0.345,0.326,0.266,0.273,0.338,0.336,0.309,0.316,0.36,0.3195,0.028524550829066523
rico_conv_se_add_0.3,0.326,0.345,0.326,0.254,0.333,0.338,0.331,0.309,0.316,0.369,0.3247,0.028256149773102486
seq2seq_conv_se_add_0.3,0.299,0.345,0.319,0.257,0.3,0.328,0.336,0.328,0.316,0.36,0.3187999999999999,0.027242613677839356
transformer_conv_se_add_0.3,0.326,0.348,0.323,0.257,0.274,0.338,0.334,0.329,0.316,0.361,0.32060000000000005,0.030345345606863663
transformer_mean_conv_se_add_0.3,0.346,0.345,0.323,0.254,0.273,0.338,0.331,0.329,0.316,0.361,0.3216,0.03173704460090762
rico_conv_se_cat_0.3,0.326,0.345,0.326,0.266,0.273,0.338,0.336,0.309,0.316,0.36,0.3195,0.028524550829066523
seq2seq_conv_se_cat_0.3,0.326,0.345,0.326,0.266,0.273,0.338,0.336,0.309,0.316,0.36,0.3195,0.028524550829066523
transformer_conv_se_cat_0.3,0.326,0.345,0.326,0.266,0.273,0.338,0.336,0.309,0.316,0.36,0.3195,0.028524550829066523
transformer_mean_conv_se_cat_0.3,0.326,0.345,0.326,0.266,0.273,0.338,0.336,0.309,0.316,0.36,0.3195,0.028524550829066523
rico_conv_se_add_0.4,0.334,0.333,0.319,0.258,0.347,0.338,0.343,0.309,0.316,0.369,0.3266,0.02809697492613751
seq2seq_conv_se_add_0.4,0.299,0.346,0.339,0.257,0.334,0.355,0.336,0.328,0.32,0.361,0.32749999999999996,0.02882099928871308
transformer_conv_se_add_0.4,0.326,0.348,0.323,0.257,0.274,0.348,0.339,0.329,0.319,0.361,0.3224,0.031248039938530536
transformer_mean_conv_se_add_0.4,0.346,0.347,0.323,0.254,0.273,0.348,0.339,0.329,0.316,0.361,0.3236,0.03282133452497018
rico_conv_se_cat_0.4,0.326,0.345,0.326,0.266,0.273,0.338,0.336,0.309,0.316,0.36,0.3195,0.028524550829066523
seq2seq_conv_se_cat_0.4,0.326,0.345,0.326,0.266,0.273,0.338,0.336,0.309,0.316,0.36,0.3195,0.028524550829066523
transformer_conv_se_cat_0.4,0.326,0.345,0.326,0.266,0.273,0.338,0.336,0.309,0.316,0.36,0.3195,0.028524550829066523
transformer_mean_conv_se_cat_0.4,0.326,0.345,0.326,0.266,0.273,0.338,0.336,0.309,0.316,0.36,0.3195,0.028524550829066523
rico_conv_se_add_0.5,0.334,0.333,0.321,0.258,0.347,0.338,0.377,0.309,0.326,0.348,0.3291,0.029368180059377188
seq2seq_conv_se_add_0.5,0.346,0.361,0.339,0.246,0.335,0.355,0.336,0.314,0.32,0.374,0.3326,0.033562479050272785
transformer_conv_se_add_0.5,0.338,0.348,0.323,0.257,0.309,0.348,0.365,0.329,0.319,0.361,0.32970000000000005,0.029728942127159513
transformer_mean_conv_se_add_0.5,0.346,0.347,0.323,0.258,0.274,0.348,0.365,0.329,0.316,0.361,0.32670000000000005,0.03392948570196724
rico_conv_se_cat_0.5,0.326,0.345,0.326,0.266,0.273,0.338,0.336,0.309,0.316,0.36,0.3195,0.028524550829066523
seq2seq_conv_se_cat_0.5,0.326,0.346,0.326,0.266,0.273,0.338,0.336,0.309,0.316,0.36,0.3196,0.02861538047973501
transformer_conv_se_cat_0.5,0.326,0.345,0.326,0.266,0.273,0.338,0.336,0.309,0.316,0.36,0.3195,0.028524550829066523
transformer_mean_conv_se_cat_0.5,0.326,0.345,0.326,0.266,0.273,0.338,0.336,0.309,0.316,0.36,0.3195,0.028524550829066523
rico_conv_se_add_0.6,0.328,0.333,0.303,0.243,0.347,0.338,0.376,0.335,0.326,0.31,0.32389999999999997,0.03293766840564159
seq2seq_conv_se_add_0.6,0.367,0.329,0.317,0.25,0.336,0.341,0.353,0.308,0.326,0.363,0.329,0.03194370047442844
transformer_conv_se_add_0.6,0.327,0.342,0.345,0.258,0.309,0.349,0.365,0.272,0.319,0.361,0.3247,0.03428425294504752
transformer_mean_conv_se_add_0.6,0.326,0.346,0.34,0.274,0.31,0.347,0.365,0.329,0.319,0.361,0.3317,0.025448182646310907
rico_conv_se_cat_0.6,0.326,0.345,0.326,0.266,0.273,0.338,0.336,0.309,0.316,0.36,0.3195,0.028524550829066523
seq2seq_conv_se_cat_0.6,0.326,0.346,0.319,0.25,0.332,0.348,0.37,0.309,0.314,0.361,0.3275,0.03211930883440676
transformer_conv_se_cat_0.6,0.326,0.345,0.326,0.266,0.273,0.338,0.336,0.309,0.316,0.361,0.3196,0.028667751917442003
transformer_mean_conv_se_cat_0.6,0.326,0.345,0.326,0.266,0.273,0.338,0.336,0.309,0.316,0.36,0.3195,0.028524550829066523
rico_conv_se_add_0.7,0.355,0.363,0.303,0.242,0.349,0.339,0.344,0.272,0.324,0.311,0.3202,0.03691287038418984
seq2seq_conv_se_add_0.7,0.307,0.352,0.318,0.25,0.309,0.35,0.352,0.309,0.325,0.32,0.31920000000000004,0.02877776919776791
transformer_conv_se_add_0.7,0.327,0.342,0.373,0.258,0.309,0.348,0.365,0.272,0.32,0.376,0.329,0.03840052082980125
transformer_mean_conv_se_add_0.7,0.327,0.343,0.339,0.273,0.311,0.346,0.365,0.329,0.319,0.361,0.33130000000000004,0.025330021713374028
rico_conv_se_cat_0.7,0.326,0.346,0.323,0.266,0.32,0.346,0.336,0.309,0.316,0.36,0.3248,0.024648732218919486
seq2seq_conv_se_cat_0.7,0.326,0.344,0.319,0.249,0.332,0.348,0.354,0.309,0.314,0.364,0.3259,0.030794317657645863
transformer_conv_se_cat_0.7,0.326,0.336,0.326,0.266,0.274,0.348,0.331,0.309,0.314,0.376,0.3206,0.030910192493739014
transformer_mean_conv_se_cat_0.7,0.326,0.345,0.326,0.266,0.274,0.338,0.331,0.309,0.314,0.376,0.32050000000000006,0.030764427509706718
rico_conv_se_add_0.8,0.326,0.355,0.303,0.243,0.311,0.354,0.364,0.272,0.311,0.39,0.32289999999999996,0.04225269222191646
seq2seq_conv_se_add_0.8,0.359,0.354,0.352,0.277,0.325,0.326,0.379,0.272,0.357,0.356,0.3357,0.03405304685340211
transformer_conv_se_add_0.8,0.328,0.327,0.346,0.289,0.362,0.353,0.336,0.265,0.299,0.372,0.3277,0.032304953180588264
transformer_mean_conv_se_add_0.8,0.327,0.337,0.308,0.256,0.311,0.362,0.343,0.315,0.32,0.361,0.32399999999999995,0.029151329300736866
rico_conv_se_cat_0.8,0.326,0.346,0.323,0.249,0.324,0.346,0.336,0.309,0.314,0.327,0.31999999999999995,0.026298288917722384
seq2seq_conv_se_cat_0.8,0.368,0.326,0.365,0.25,0.333,0.348,0.356,0.272,0.314,0.372,0.3303999999999999,0.039340055922685205
transformer_conv_se_cat_0.8,0.326,0.338,0.326,0.249,0.326,0.348,0.335,0.272,0.314,0.377,0.32109999999999994,0.03472592691347489
transformer_mean_conv_se_cat_0.8,0.326,0.338,0.326,0.266,0.332,0.348,0.348,0.309,0.314,0.376,0.3283,0.02761901518881511
rico_conv_se_add_0.9,0.339,0.327,0.308,0.244,0.341,0.362,0.364,0.317,0.353,0.361,0.3316,0.03450275351330673
seq2seq_conv_se_add_0.9,0.334,0.342,0.321,0.26,0.335,0.358,0.341,0.334,0.353,0.342,0.3320000000000001,0.02592296279363144
transformer_conv_se_add_0.9,0.337,0.367,0.343,0.272,0.359,0.357,0.34,0.31,0.321,0.377,0.3383,0.02936341260821023
transformer_mean_conv_se_add_0.9,0.342,0.317,0.329,0.227,0.3,0.308,0.358,0.288,0.312,0.36,0.31409999999999993,0.036811547101419144
rico_conv_se_cat_0.9,0.347,0.336,0.313,0.275,0.331,0.359,0.36,0.272,0.317,0.376,0.3286,0.03318192278937433
seq2seq_conv_se_cat_0.9,0.323,0.361,0.348,0.284,0.358,0.344,0.371,0.365,0.331,0.343,0.34279999999999994,0.02422312944274542
transformer_conv_se_cat_0.9,0.314,0.315,0.299,0.25,0.283,0.343,0.351,0.272,0.298,0.362,0.3087,0.03396483475596488
transformer_mean_conv_se_cat_0.9,0.327,0.356,0.366,0.266,0.317,0.348,0.36,0.314,0.346,0.366,0.3366,0.029736173257499013
rico_conv_re_add_0.1,0.226,0.151,0.188,0.178,0.129,0.187,0.155,0.199,0.16,0.111,0.1684,0.03236726741632664
seq2seq_conv_re_add_0.1,0.226,0.151,0.188,0.178,0.127,0.187,0.155,0.199,0.159,0.172,0.1742,0.026528475267153975
transformer_conv_re_add_0.1,0.226,0.151,0.189,0.178,0.129,0.187,0.155,0.199,0.157,0.111,0.16820000000000002,0.03252014760114105
transformer_mean_conv_re_add_0.1,0.226,0.151,0.189,0.178,0.129,0.187,0.155,0.199,0.172,0.172,0.1758,0.025748009631814263
rico_conv_re_cat_0.1,0.226,0.151,0.188,0.178,0.174,0.187,0.155,0.199,0.168,0.111,0.1737,0.029332746206245333
seq2seq_conv_re_cat_0.1,0.226,0.151,0.188,0.178,0.174,0.187,0.155,0.199,0.168,0.111,0.1737,0.029332746206245333
transformer_conv_re_cat_0.1,0.226,0.151,0.188,0.178,0.174,0.187,0.155,0.199,0.169,0.111,0.1738,0.0293148426569204
transformer_mean_conv_re_cat_0.1,0.226,0.151,0.188,0.178,0.174,0.187,0.155,0.199,0.169,0.111,0.1738,0.0293148426569204
rico_conv_re_add_0.2,0.226,0.151,0.188,0.178,0.129,0.187,0.155,0.199,0.158,0.111,0.1682,0.03242468195680569
seq2seq_conv_re_add_0.2,0.226,0.151,0.188,0.178,0.182,0.18,0.155,0.199,0.159,0.172,0.179,0.021236760581595307
transformer_conv_re_add_0.2,0.226,0.151,0.189,0.178,0.129,0.187,0.155,0.199,0.166,0.172,0.1752,0.02589903473104741
transformer_mean_conv_re_add_0.2,0.226,0.151,0.189,0.178,0.129,0.187,0.155,0.199,0.187,0.172,0.1773,0.02591929782999532
rico_conv_re_cat_0.2,0.226,0.151,0.188,0.178,0.174,0.187,0.155,0.199,0.168,0.111,0.1737,0.029332746206245333
seq2seq_conv_re_cat_0.2,0.226,0.151,0.188,0.178,0.174,0.187,0.155,0.199,0.168,0.111,0.1737,0.029332746206245333
transformer_conv_re_cat_0.2,0.226,0.151,0.188,0.178,0.174,0.187,0.155,0.199,0.168,0.111,0.1737,0.029332746206245333
transformer_mean_conv_re_cat_0.2,0.226,0.151,0.188,0.178,0.174,0.187,0.155,0.199,0.169,0.111,0.1738,0.0293148426569204
rico_conv_re_add_0.3,0.226,0.151,0.188,0.178,0.129,0.187,0.155,0.199,0.156,0.111,0.16799999999999998,0.032493076185550675
seq2seq_conv_re_add_0.3,0.226,0.148,0.188,0.19,0.182,0.18,0.155,0.199,0.158,0.172,0.1798,0.02200363606316011
transformer_conv_re_add_0.3,0.226,0.151,0.189,0.178,0.129,0.187,0.155,0.187,0.165,0.17,0.17370000000000002,0.025088044961694405
transformer_mean_conv_re_add_0.3,0.226,0.151,0.189,0.178,0.129,0.187,0.155,0.199,0.164,0.172,0.175,0.025976912826585073
rico_conv_re_cat_0.3,0.226,0.151,0.188,0.178,0.174,0.187,0.155,0.199,0.168,0.111,0.1737,0.029332746206245333
seq2seq_conv_re_cat_0.3,0.226,0.151,0.188,0.178,0.174,0.187,0.155,0.199,0.168,0.111,0.1737,0.029332746206245333
transformer_conv_re_cat_0.3,0.226,0.151,0.188,0.178,0.174,0.187,0.155,0.199,0.168,0.111,0.1737,0.029332746206245333
