name,0,1,2,3,4,5,6,7,8,9,Mean_pk,Std_pk
conv_re_conv_se_cat_0.8,0.303,0.209,0.28600000000000003,0.337,0.259,0.29100000000000004,0.264,0.371,0.243,0.21899999999999997,0.2782,0.04797040754465195
rico_seq2seq_cat_0.9,0.38,0.419,0.391,0.359,0.386,0.377,0.384,0.359,0.39,0.373,0.38180000000000003,0.016436544649043486
rico_transformer_cat_0.9,0.297,0.386,0.33,0.42,0.36,0.424,0.40299999999999997,0.391,0.38,0.327,0.3718,0.040184076448264924
rico_transformer_mean_cat_0.9,0.387,0.42100000000000004,0.33,0.40399999999999997,0.331,0.386,0.377,0.363,0.326,0.369,0.3694,0.030748008065564183
conv_re_conv_se_cat_0.9,0.38299999999999995,0.163,0.22699999999999998,0.311,0.299,0.28,0.317,0.336,0.266,0.266,0.2848,0.057528775408485784
rico_conv_se_add_0.1,0.409,0.4,0.413,0.41100000000000003,0.38,0.39,0.48700000000000004,0.484,0.424,0.43,0.42279999999999995,0.034312679872023986
seq2seq_conv_se_add_0.1,0.409,0.39899999999999997,0.363,0.35700000000000004,0.369,0.39,0.48700000000000004,0.484,0.424,0.43,0.4112,0.043826476016216497
transformer_conv_se_add_0.1,0.409,0.4,0.413,0.41100000000000003,0.38,0.39,0.48700000000000004,0.484,0.43700000000000006,0.43,0.4241,0.034578750700394026
transformer_mean_conv_se_add_0.1,0.409,0.4,0.413,0.41100000000000003,0.38,0.39,0.48700000000000004,0.484,0.424,0.43,0.42279999999999995,0.034312679872023986
rico_conv_se_cat_0.1,0.409,0.4,0.413,0.41100000000000003,0.38,0.39,0.48700000000000004,0.484,0.424,0.43,0.42279999999999995,0.034312679872023986
seq2seq_conv_se_cat_0.1,0.409,0.4,0.413,0.41100000000000003,0.38,0.39,0.48700000000000004,0.484,0.424,0.43,0.42279999999999995,0.034312679872023986
transformer_conv_se_cat_0.1,0.409,0.4,0.413,0.41100000000000003,0.38,0.39,0.48700000000000004,0.484,0.424,0.43,0.42279999999999995,0.034312679872023986
transformer_mean_conv_se_cat_0.1,0.409,0.4,0.413,0.41100000000000003,0.38,0.39,0.48700000000000004,0.484,0.424,0.43,0.42279999999999995,0.034312679872023986
rico_conv_se_add_0.2,0.389,0.4,0.413,0.41100000000000003,0.373,0.39,0.48700000000000004,0.484,0.424,0.40399999999999997,0.4175,0.036598497236908514
seq2seq_conv_se_add_0.2,0.361,0.39899999999999997,0.436,0.35700000000000004,0.39899999999999997,0.39399999999999996,0.48700000000000004,0.484,0.424,0.43,0.4171,0.04228581322382249
transformer_conv_se_add_0.2,0.409,0.4,0.413,0.41100000000000003,0.391,0.39,0.48700000000000004,0.484,0.43700000000000006,0.40399999999999997,0.4226,0.03384434960226006
transformer_mean_conv_se_add_0.2,0.409,0.4,0.413,0.41100000000000003,0.391,0.39,0.48700000000000004,0.484,0.43700000000000006,0.43,0.42519999999999997,0.03331005854092725
rico_conv_se_cat_0.2,0.409,0.4,0.413,0.41100000000000003,0.38,0.39,0.48700000000000004,0.484,0.424,0.43,0.42279999999999995,0.034312679872023986
seq2seq_conv_se_cat_0.2,0.409,0.4,0.413,0.41100000000000003,0.38,0.39,0.48700000000000004,0.484,0.424,0.43,0.42279999999999995,0.034312679872023986
transformer_conv_se_cat_0.2,0.409,0.4,0.413,0.41100000000000003,0.38,0.39,0.48700000000000004,0.484,0.424,0.43,0.42279999999999995,0.034312679872023986
transformer_mean_conv_se_cat_0.2,0.409,0.4,0.413,0.41100000000000003,0.38,0.39,0.48700000000000004,0.484,0.424,0.43,0.42279999999999995,0.034312679872023986
rico_conv_se_add_0.3,0.441,0.4,0.413,0.41100000000000003,0.373,0.39,0.48700000000000004,0.484,0.434,0.38299999999999995,0.42160000000000003,0.037688725104465935
seq2seq_conv_se_add_0.3,0.361,0.39899999999999997,0.436,0.40299999999999997,0.39899999999999997,0.39399999999999996,0.48700000000000004,0.484,0.424,0.46299999999999997,0.425,0.039729082546668515
transformer_conv_se_add_0.3,0.409,0.374,0.413,0.41100000000000003,0.43,0.39,0.48700000000000004,0.431,0.43700000000000006,0.40399999999999997,0.41859999999999997,0.029158875149772168
transformer_mean_conv_se_add_0.3,0.409,0.4,0.413,0.41100000000000003,0.391,0.39,0.48700000000000004,0.484,0.43700000000000006,0.40399999999999997,0.4226,0.03384434960226006
rico_conv_se_cat_0.3,0.409,0.4,0.413,0.41100000000000003,0.38,0.39,0.48700000000000004,0.484,0.424,0.43,0.42279999999999995,0.034312679872023986
seq2seq_conv_se_cat_0.3,0.409,0.4,0.413,0.41100000000000003,0.376,0.39,0.48700000000000004,0.484,0.424,0.43,0.4224,0.034828723777939385
transformer_conv_se_cat_0.3,0.409,0.4,0.413,0.41100000000000003,0.38,0.39,0.48700000000000004,0.484,0.424,0.43,0.42279999999999995,0.034312679872023986
transformer_mean_conv_se_cat_0.3,0.409,0.4,0.413,0.41100000000000003,0.38,0.39,0.48700000000000004,0.484,0.424,0.43,0.42279999999999995,0.034312679872023986
rico_conv_se_add_0.4,0.441,0.4,0.413,0.41100000000000003,0.381,0.39,0.48700000000000004,0.484,0.434,0.424,0.42650000000000005,0.034302332282222445
seq2seq_conv_se_add_0.4,0.414,0.39899999999999997,0.436,0.40299999999999997,0.413,0.40299999999999997,0.486,0.374,0.424,0.46299999999999997,0.4215,0.031103858281570147
transformer_conv_se_add_0.4,0.409,0.376,0.413,0.35700000000000004,0.43,0.39,0.48700000000000004,0.431,0.43700000000000006,0.40399999999999997,0.41340000000000005,0.03434297599218799
transformer_mean_conv_se_add_0.4,0.409,0.4,0.413,0.35700000000000004,0.43,0.39,0.48700000000000004,0.484,0.43700000000000006,0.40399999999999997,0.42110000000000003,0.038284330998464636
rico_conv_se_cat_0.4,0.409,0.4,0.413,0.41100000000000003,0.38,0.39,0.48700000000000004,0.484,0.424,0.43,0.42279999999999995,0.034312679872023986
seq2seq_conv_se_cat_0.4,0.409,0.4,0.413,0.41100000000000003,0.369,0.39,0.48700000000000004,0.484,0.424,0.40399999999999997,0.4191,0.03605676080848085
transformer_conv_se_cat_0.4,0.409,0.4,0.413,0.41100000000000003,0.38,0.39,0.48700000000000004,0.484,0.424,0.43,0.42279999999999995,0.034312679872023986
transformer_mean_conv_se_cat_0.4,0.409,0.4,0.413,0.41100000000000003,0.38,0.39,0.48700000000000004,0.484,0.424,0.43,0.42279999999999995,0.034312679872023986
rico_conv_se_add_0.5,0.441,0.4,0.413,0.413,0.40399999999999997,0.423,0.489,0.484,0.434,0.381,0.4282,0.0333250656413457
seq2seq_conv_se_add_0.5,0.376,0.349,0.371,0.39299999999999996,0.41600000000000004,0.40299999999999997,0.486,0.374,0.424,0.46299999999999997,0.4055000000000001,0.040800122548835555
transformer_conv_se_add_0.5,0.409,0.376,0.413,0.35700000000000004,0.43,0.39,0.48700000000000004,0.431,0.43700000000000006,0.40399999999999997,0.41340000000000005,0.03434297599218799
transformer_mean_conv_se_add_0.5,0.409,0.4,0.413,0.35700000000000004,0.43,0.434,0.48700000000000004,0.484,0.43700000000000006,0.43,0.4281,0.03626692708239836
rico_conv_se_cat_0.5,0.409,0.4,0.413,0.41100000000000003,0.369,0.39,0.48700000000000004,0.484,0.424,0.43,0.42169999999999996,0.03581075257516938
seq2seq_conv_se_cat_0.5,0.409,0.423,0.413,0.41100000000000003,0.369,0.39,0.48700000000000004,0.45299999999999996,0.43700000000000006,0.40399999999999997,0.4196,0.03143628476776479
transformer_conv_se_cat_0.5,0.409,0.4,0.413,0.41100000000000003,0.369,0.39,0.48700000000000004,0.484,0.374,0.43,0.41669999999999996,0.0385280417358578
transformer_mean_conv_se_cat_0.5,0.409,0.4,0.413,0.41100000000000003,0.376,0.39,0.48700000000000004,0.484,0.424,0.43,0.4224,0.034828723777939385
rico_conv_se_add_0.6,0.441,0.4,0.413,0.35700000000000004,0.34600000000000003,0.423,0.40399999999999997,0.484,0.434,0.381,0.4083,0.03878672453301515
seq2seq_conv_se_add_0.6,0.426,0.384,0.371,0.316,0.431,0.40299999999999997,0.486,0.376,0.376,0.451,0.40199999999999997,0.04572526653831555
transformer_conv_se_add_0.6,0.409,0.457,0.376,0.316,0.40399999999999997,0.396,0.48700000000000004,0.431,0.434,0.43,0.41400000000000003,0.04429446918070021
transformer_mean_conv_se_add_0.6,0.409,0.39399999999999996,0.413,0.35700000000000004,0.43,0.434,0.371,0.436,0.43700000000000006,0.361,0.4042,0.030069253399444423
rico_conv_se_cat_0.6,0.409,0.4,0.413,0.41100000000000003,0.369,0.39,0.48700000000000004,0.484,0.374,0.43,0.41669999999999996,0.0385280417358578
seq2seq_conv_se_cat_0.6,0.409,0.396,0.413,0.41100000000000003,0.39899999999999997,0.39,0.48700000000000004,0.45299999999999996,0.43700000000000006,0.40399999999999997,0.4199,0.02879392296996018
transformer_conv_se_cat_0.6,0.409,0.4,0.413,0.41100000000000003,0.369,0.39,0.48700000000000004,0.45299999999999996,0.43700000000000006,0.40399999999999997,0.4173,0.03194072635366955
transformer_mean_conv_se_cat_0.6,0.409,0.4,0.413,0.41100000000000003,0.376,0.39,0.48700000000000004,0.484,0.424,0.43,0.4224,0.034828723777939385
rico_conv_se_add_0.7,0.47100000000000003,0.4,0.41100000000000003,0.364,0.34600000000000003,0.457,0.44299999999999995,0.39899999999999997,0.434,0.38,0.41050000000000003,0.03863482884652138
seq2seq_conv_se_add_0.7,0.39399999999999996,0.377,0.321,0.36,0.39,0.441,0.467,0.376,0.41600000000000004,0.377,0.39189999999999997,0.039218490536990336
transformer_conv_se_add_0.7,0.439,0.457,0.43,0.36,0.42700000000000005,0.396,0.489,0.436,0.45899999999999996,0.45,0.4343,0.03383504100780727
transformer_mean_conv_se_add_0.7,0.409,0.36700000000000005,0.419,0.35700000000000004,0.40299999999999997,0.40299999999999997,0.371,0.436,0.43700000000000006,0.474,0.4076000000000001,0.034354621232084624
rico_conv_se_cat_0.7,0.409,0.423,0.413,0.41100000000000003,0.39899999999999997,0.39,0.48700000000000004,0.45299999999999996,0.43700000000000006,0.43,0.42519999999999997,0.02701407040784488
seq2seq_conv_se_cat_0.7,0.433,0.433,0.413,0.391,0.361,0.391,0.309,0.436,0.433,0.45,0.40499999999999997,0.0411655195521689
transformer_conv_se_cat_0.7,0.409,0.396,0.413,0.41100000000000003,0.39899999999999997,0.39399999999999996,0.48700000000000004,0.45299999999999996,0.43700000000000006,0.40399999999999997,0.4203,0.02840088026804805
transformer_mean_conv_se_cat_0.7,0.409,0.396,0.413,0.41100000000000003,0.39899999999999997,0.39,0.48700000000000004,0.45299999999999996,0.43700000000000006,0.40399999999999997,0.4199,0.02879392296996018
rico_conv_se_add_0.8,0.354,0.43700000000000006,0.34600000000000003,0.40399999999999997,0.39,0.451,0.44,0.45899999999999996,0.434,0.38,0.4095000000000001,0.038538941345086265
seq2seq_conv_se_add_0.8,0.396,0.38299999999999995,0.331,0.434,0.41,0.507,0.42,0.46399999999999997,0.449,0.41700000000000004,0.4210999999999999,0.0452823365121545
transformer_conv_se_add_0.8,0.35600000000000004,0.42100000000000004,0.409,0.331,0.327,0.45899999999999996,0.47700000000000004,0.434,0.39899999999999997,0.446,0.40590000000000004,0.04988276255381211
transformer_mean_conv_se_add_0.8,0.44,0.424,0.419,0.397,0.353,0.473,0.371,0.436,0.46299999999999997,0.45,0.4226,0.03685430775363987
