name,0,1,2,3,4,5,6,7,8,9,Mean_ak,Std_ak
transformer_conv_re_cat_0.3,0.271,0.135,0.21,0.227,0.225,0.22,0.227,0.224,0.198,0.223,0.21600000000000003,0.03224592997573492
transformer_mean_conv_re_cat_0.3,0.271,0.135,0.21,0.227,0.225,0.22,0.227,0.224,0.198,0.223,0.21600000000000003,0.03224592997573492
rico_conv_re_add_0.4,0.247,0.146,0.213,0.239,0.239,0.163,0.227,0.189,0.198,0.223,0.2084,0.03222173179703412
seq2seq_conv_re_add_0.4,0.264,0.162,0.235,0.239,0.241,0.22,0.221,0.193,0.197,0.209,0.21810000000000002,0.027696389656415504
transformer_conv_re_add_0.4,0.263,0.135,0.21,0.239,0.225,0.181,0.213,0.228,0.202,0.222,0.21180000000000004,0.032938731001664286
transformer_mean_conv_re_add_0.4,0.264,0.135,0.21,0.222,0.225,0.181,0.226,0.225,0.204,0.208,0.21000000000000002,0.03204996099841621
rico_conv_re_cat_0.4,0.271,0.135,0.21,0.227,0.225,0.22,0.227,0.224,0.198,0.223,0.21600000000000003,0.03224592997573492
seq2seq_conv_re_cat_0.4,0.271,0.135,0.21,0.227,0.225,0.22,0.227,0.224,0.198,0.223,0.21600000000000003,0.03224592997573492
transformer_conv_re_cat_0.4,0.271,0.135,0.21,0.227,0.225,0.22,0.227,0.23,0.198,0.223,0.2166,0.03244441400302986
transformer_mean_conv_re_cat_0.4,0.271,0.135,0.21,0.227,0.225,0.22,0.227,0.224,0.198,0.223,0.21600000000000003,0.03224592997573492
rico_conv_re_add_0.5,0.247,0.146,0.213,0.239,0.234,0.163,0.227,0.207,0.198,0.209,0.2083,0.03084493475434824
seq2seq_conv_re_add_0.5,0.246,0.161,0.211,0.228,0.21,0.179,0.221,0.197,0.197,0.257,0.21070000000000003,0.027651582233210455
transformer_conv_re_add_0.5,0.249,0.135,0.21,0.222,0.225,0.209,0.213,0.159,0.204,0.222,0.2048,0.03167901513620649
transformer_mean_conv_re_add_0.5,0.247,0.167,0.211,0.224,0.239,0.181,0.213,0.224,0.204,0.209,0.21190000000000003,0.023028026402625128
rico_conv_re_cat_0.5,0.271,0.135,0.21,0.227,0.225,0.22,0.227,0.224,0.198,0.223,0.21600000000000003,0.03224592997573492
seq2seq_conv_re_cat_0.5,0.271,0.135,0.21,0.226,0.225,0.22,0.227,0.206,0.198,0.223,0.2141,0.032213196053791374
transformer_conv_re_cat_0.5,0.271,0.135,0.21,0.227,0.225,0.22,0.227,0.23,0.198,0.223,0.2166,0.03244441400302986
transformer_mean_conv_re_cat_0.5,0.271,0.135,0.21,0.227,0.225,0.22,0.227,0.23,0.198,0.223,0.2166,0.03244441400302986
rico_conv_re_add_0.6,0.247,0.146,0.213,0.239,0.234,0.163,0.227,0.207,0.203,0.209,0.2088,0.030714166112723946
seq2seq_conv_re_add_0.6,0.246,0.185,0.218,0.222,0.242,0.179,0.244,0.197,0.2,0.247,0.21800000000000003,0.025035974117257748
transformer_conv_re_add_0.6,0.249,0.135,0.21,0.222,0.225,0.209,0.213,0.194,0.2,0.222,0.20790000000000003,0.028250486721470833
transformer_mean_conv_re_add_0.6,0.249,0.166,0.21,0.23,0.24,0.207,0.213,0.234,0.196,0.209,0.21539999999999998,0.022926840166058643
rico_conv_re_cat_0.6,0.271,0.135,0.21,0.227,0.225,0.22,0.227,0.224,0.198,0.209,0.21459999999999999,0.032215524208058455
seq2seq_conv_re_cat_0.6,0.271,0.135,0.21,0.239,0.225,0.181,0.227,0.206,0.199,0.223,0.2116,0.03438371707654657
transformer_conv_re_cat_0.6,0.271,0.135,0.21,0.227,0.225,0.22,0.227,0.242,0.197,0.209,0.21630000000000002,0.03323567360532956
transformer_mean_conv_re_cat_0.6,0.271,0.135,0.21,0.227,0.225,0.22,0.227,0.23,0.197,0.223,0.2165,0.03250307677743755
rico_conv_re_add_0.7,0.263,0.147,0.222,0.212,0.234,0.243,0.243,0.212,0.203,0.25,0.22290000000000001,0.031094854879867184
seq2seq_conv_re_add_0.7,0.246,0.207,0.209,0.179,0.242,0.179,0.244,0.235,0.21,0.181,0.2132,0.02602229813064173
transformer_conv_re_add_0.7,0.25,0.135,0.21,0.229,0.228,0.187,0.181,0.211,0.199,0.222,0.20520000000000005,0.03052146785461014
transformer_mean_conv_re_add_0.7,0.249,0.179,0.211,0.225,0.23,0.208,0.213,0.207,0.215,0.222,0.21590000000000004,0.01717818383881137
rico_conv_re_cat_0.7,0.271,0.135,0.211,0.227,0.225,0.22,0.227,0.206,0.198,0.209,0.2129,0.032135494394827664
seq2seq_conv_re_cat_0.7,0.247,0.187,0.229,0.222,0.234,0.181,0.227,0.188,0.198,0.208,0.2121,0.02167233259250144
transformer_conv_re_cat_0.7,0.271,0.135,0.21,0.224,0.225,0.22,0.227,0.221,0.197,0.209,0.21390000000000003,0.03208566658182435
transformer_mean_conv_re_cat_0.7,0.271,0.135,0.21,0.227,0.225,0.22,0.227,0.224,0.197,0.223,0.21590000000000004,0.03230309582687083
rico_conv_re_add_0.8,0.241,0.161,0.223,0.249,0.209,0.21,0.24,0.211,0.22,0.225,0.2189,0.023424132854814497
seq2seq_conv_re_add_0.8,0.253,0.153,0.212,0.266,0.243,0.178,0.179,0.195,0.213,0.242,0.21340000000000003,0.03529079200018044
transformer_conv_re_add_0.8,0.254,0.166,0.21,0.248,0.247,0.159,0.192,0.218,0.205,0.233,0.2132,0.03182074794846909
transformer_mean_conv_re_add_0.8,0.246,0.179,0.217,0.236,0.239,0.181,0.182,0.219,0.215,0.23,0.2144,0.02400083331886624
rico_conv_re_cat_0.8,0.271,0.138,0.217,0.24,0.252,0.208,0.227,0.227,0.203,0.209,0.2192,0.033769216751355066
seq2seq_conv_re_cat_0.8,0.263,0.144,0.24,0.223,0.247,0.18,0.221,0.231,0.227,0.229,0.2205,0.03257683225852385
transformer_conv_re_cat_0.8,0.268,0.138,0.22,0.237,0.225,0.208,0.227,0.209,0.197,0.209,0.21380000000000005,0.031498571396176046
transformer_mean_conv_re_cat_0.8,0.271,0.135,0.21,0.224,0.251,0.22,0.227,0.19,0.197,0.209,0.21339999999999998,0.034736724082734115
rico_conv_re_add_0.9,0.261,0.133,0.217,0.227,0.213,0.179,0.206,0.221,0.211,0.208,0.2076,0.03149984126944135
seq2seq_conv_re_add_0.9,0.264,0.173,0.216,0.253,0.247,0.153,0.247,0.26,0.216,0.175,0.22039999999999998,0.038518047717920494
transformer_conv_re_add_0.9,0.251,0.17,0.222,0.242,0.229,0.163,0.191,0.233,0.209,0.228,0.21380000000000005,0.02844222213540988
transformer_mean_conv_re_add_0.9,0.267,0.164,0.243,0.244,0.229,0.181,0.23,0.218,0.215,0.172,0.21630000000000002,0.0321684628168646
rico_conv_re_cat_0.9,0.264,0.178,0.232,0.229,0.226,0.163,0.227,0.213,0.216,0.229,0.2177,0.027114756130195976
seq2seq_conv_re_cat_0.9,0.249,0.169,0.247,0.176,0.24,0.181,0.223,0.216,0.237,0.236,0.21740000000000004,0.029206848511950066
transformer_conv_re_cat_0.9,0.281,0.153,0.215,0.18,0.191,0.208,0.226,0.244,0.209,0.174,0.2081,0.035004142611982376
transformer_mean_conv_re_cat_0.9,0.24,0.202,0.217,0.235,0.233,0.221,0.226,0.239,0.227,0.231,0.2271,0.010912836478203083
