name,0,1,2,3,4,5,6,7,8,9,Mean_ng,Std_ng
rico_seq2seq_add_0.8,0.567,0.571,0.566,0.559,0.575,0.572,0.558,0.578,0.566,0.553,0.5665,0.007526619427073448
rico_transformer_add_0.8,0.544,0.551,0.548,0.535,0.536,0.529,0.537,0.559,0.5,0.535,0.5374000000000001,0.015134067529914105
rico_transformer_mean_add_0.8,0.558,0.507,0.559,0.507,0.537,0.531,0.525,0.515,0.531,0.533,0.5303,0.01729768770674279
conv_re_conv_se_add_0.8,0.512,0.438,0.499,0.512,0.458,0.476,0.444,0.507,0.494,0.475,0.48149999999999993,0.026261188091935218
rico_seq2seq_add_0.9,0.543,0.55,0.516,0.527,0.53,0.53,0.543,0.521,0.538,0.534,0.5332000000000001,0.010007996802557453
rico_transformer_add_0.9,0.534,0.53,0.539,0.499,0.522,0.52,0.532,0.52,0.507,0.531,0.5234,0.011918053532351676
rico_transformer_mean_add_0.9,0.516,0.523,0.534,0.538,0.531,0.531,0.516,0.514,0.523,0.515,0.5241,0.008395832299420952
conv_re_conv_se_add_0.9,0.508,0.449,0.47,0.493,0.446,0.464,0.436,0.484,0.447,0.45,0.4647,0.022418965185752884
rico_seq2seq_cat_0.1,0.544,0.529,0.516,0.54,0.531,0.519,0.533,0.495,0.539,0.546,0.5292,0.014763468427168474
rico_transformer_cat_0.1,0.553,0.524,0.55,0.563,0.541,0.548,0.525,0.544,0.567,0.527,0.5442,0.014427751037497126
rico_transformer_mean_cat_0.1,0.544,0.543,0.555,0.576,0.553,0.56,0.534,0.552,0.56,0.542,0.5519000000000001,0.011326517558367166
conv_re_conv_se_cat_0.1,0.602,0.593,0.601,0.548,0.58,0.596,0.603,0.57,0.606,0.614,0.5913,0.018862926602200403
rico_seq2seq_cat_0.2,0.518,0.533,0.531,0.549,0.512,0.517,0.532,0.501,0.564,0.544,0.5301,0.017902234497402823
rico_transformer_cat_0.2,0.58,0.541,0.54,0.552,0.549,0.544,0.543,0.548,0.58,0.557,0.5534000000000001,0.01417180299044547
rico_transformer_mean_cat_0.2,0.554,0.557,0.569,0.58,0.568,0.571,0.55,0.582,0.571,0.571,0.5672999999999999,0.010020479030465523
conv_re_conv_se_cat_0.2,0.616,0.559,0.593,0.567,0.53,0.57,0.577,0.59,0.595,0.58,0.5777,0.022262299971027237
rico_seq2seq_cat_0.3,0.557,0.532,0.536,0.557,0.539,0.548,0.549,0.519,0.569,0.567,0.5473,0.01510662106495028
rico_transformer_cat_0.3,0.565,0.564,0.575,0.575,0.543,0.547,0.541,0.561,0.584,0.539,0.5593999999999999,0.015245983077519107
rico_transformer_mean_cat_0.3,0.576,0.567,0.608,0.572,0.584,0.577,0.549,0.578,0.583,0.584,0.5778000000000001,0.014140721339450818
conv_re_conv_se_cat_0.3,0.58,0.533,0.551,0.57,0.558,0.509,0.578,0.603,0.555,0.585,0.5621999999999999,0.025864261056523515
rico_seq2seq_cat_0.4,0.546,0.566,0.557,0.562,0.552,0.525,0.54,0.544,0.538,0.579,0.5509,0.014855638660118232
rico_transformer_cat_0.4,0.571,0.572,0.581,0.562,0.55,0.557,0.559,0.575,0.598,0.567,0.5691999999999999,0.013006152390311256
rico_transformer_mean_cat_0.4,0.566,0.549,0.594,0.575,0.586,0.568,0.572,0.588,0.585,0.598,0.5781,0.014138246001537805
conv_re_conv_se_cat_0.4,0.553,0.51,0.577,0.525,0.517,0.504,0.557,0.567,0.545,0.547,0.5401999999999999,0.02362117693934829
rico_seq2seq_cat_0.5,0.561,0.586,0.586,0.566,0.556,0.548,0.575,0.504,0.584,0.591,0.5656999999999999,0.02474287776310587
rico_transformer_cat_0.5,0.601,0.561,0.565,0.568,0.562,0.566,0.563,0.556,0.583,0.535,0.5660000000000001,0.016217274740226835
rico_transformer_mean_cat_0.5,0.575,0.554,0.584,0.589,0.6,0.563,0.578,0.568,0.587,0.589,0.5786999999999999,0.013221573280060121
conv_re_conv_se_cat_0.5,0.546,0.494,0.537,0.565,0.502,0.481,0.525,0.567,0.525,0.517,0.5259,0.027259677180773795
rico_seq2seq_cat_0.6,0.597,0.581,0.605,0.577,0.572,0.586,0.582,0.57,0.603,0.583,0.5856,0.011629273408085316
rico_transformer_cat_0.6,0.555,0.575,0.575,0.562,0.57,0.582,0.541,0.554,0.558,0.565,0.5636999999999999,0.011627983488120336
rico_transformer_mean_cat_0.6,0.554,0.563,0.576,0.572,0.563,0.573,0.561,0.551,0.574,0.584,0.5670999999999999,0.009863569333664127
conv_re_conv_se_cat_0.6,0.524,0.474,0.543,0.537,0.488,0.479,0.507,0.528,0.529,0.499,0.5107999999999999,0.023587284710199285
rico_seq2seq_cat_0.7,0.559,0.599,0.602,0.616,0.601,0.59,0.599,0.579,0.59,0.584,0.5918999999999999,0.014781407240178441
rico_transformer_cat_0.7,0.565,0.559,0.558,0.553,0.542,0.548,0.553,0.57,0.562,0.551,0.5561,0.00793032155716271
rico_transformer_mean_cat_0.7,0.521,0.563,0.544,0.559,0.568,0.544,0.56,0.575,0.586,0.562,0.5582,0.017261517893858557
conv_re_conv_se_cat_0.7,0.5,0.456,0.51,0.518,0.486,0.485,0.498,0.522,0.521,0.503,0.49989999999999996,0.0192844496939892
rico_seq2seq_cat_0.8,0.585,0.583,0.57,0.568,0.571,0.558,0.544,0.55,0.584,0.6,0.5712999999999999,0.016425894191793612
rico_transformer_cat_0.8,0.558,0.564,0.552,0.514,0.533,0.534,0.539,0.528,0.541,0.531,0.5394,0.014242190842703934
rico_transformer_mean_cat_0.8,0.562,0.547,0.543,0.516,0.56,0.536,0.513,0.53,0.553,0.569,0.5429,0.01813532464556397
conv_re_conv_se_cat_0.8,0.504,0.434,0.499,0.491,0.471,0.473,0.466,0.533,0.475,0.505,0.4851,0.025882233288493487
rico_seq2seq_cat_0.9,0.542,0.528,0.526,0.546,0.543,0.557,0.536,0.544,0.539,0.542,0.5403,0.008450443775329207
rico_transformer_cat_0.9,0.54,0.514,0.539,0.518,0.511,0.508,0.51,0.533,0.54,0.532,0.5245,0.012792575972023787
rico_transformer_mean_cat_0.9,0.508,0.506,0.521,0.499,0.525,0.515,0.51,0.521,0.538,0.527,0.5170000000000001,0.011027239001672188
conv_re_conv_se_cat_0.9,0.49,0.443,0.479,0.488,0.479,0.485,0.463,0.495,0.452,0.467,0.47409999999999997,0.01636734553921312
rico_conv_se_add_0.1,0.603,0.607,0.605,0.555,0.598,0.604,0.603,0.589,0.593,0.615,0.5972,0.015663971399361
seq2seq_conv_se_add_0.1,0.603,0.607,0.602,0.555,0.598,0.604,0.601,0.587,0.593,0.615,0.5965,0.015583645273170188
transformer_conv_se_add_0.1,0.603,0.607,0.603,0.557,0.57,0.604,0.603,0.587,0.593,0.617,0.5944,0.01741952927033333
transformer_mean_conv_se_add_0.1,0.603,0.607,0.605,0.555,0.57,0.604,0.603,0.587,0.593,0.615,0.5942000000000001,0.017718916445426332
rico_conv_se_cat_0.1,0.603,0.607,0.605,0.555,0.57,0.604,0.603,0.589,0.593,0.615,0.5944,0.017647662734764615
seq2seq_conv_se_cat_0.1,0.603,0.607,0.605,0.555,0.57,0.604,0.603,0.589,0.593,0.615,0.5944,0.017647662734764615
transformer_conv_se_cat_0.1,0.603,0.607,0.605,0.555,0.57,0.604,0.603,0.589,0.593,0.615,0.5944,0.017647662734764615
transformer_mean_conv_se_cat_0.1,0.603,0.607,0.605,0.555,0.57,0.604,0.603,0.589,0.593,0.615,0.5944,0.017647662734764615
rico_conv_se_add_0.2,0.603,0.607,0.605,0.557,0.6,0.604,0.603,0.589,0.593,0.614,0.5975,0.015034959261667438
seq2seq_conv_se_add_0.2,0.579,0.607,0.602,0.562,0.598,0.597,0.601,0.586,0.593,0.621,0.5946,0.015317963311093275
transformer_conv_se_add_0.2,0.603,0.607,0.603,0.562,0.572,0.604,0.601,0.587,0.593,0.617,0.5949,0.01599656213065794
transformer_mean_conv_se_add_0.2,0.603,0.607,0.605,0.555,0.57,0.604,0.603,0.586,0.593,0.617,0.5943,0.01800583238842347
rico_conv_se_cat_0.2,0.603,0.607,0.605,0.555,0.57,0.604,0.603,0.589,0.593,0.615,0.5944,0.017647662734764615
seq2seq_conv_se_cat_0.2,0.603,0.607,0.605,0.555,0.57,0.604,0.603,0.589,0.593,0.615,0.5944,0.017647662734764615
transformer_conv_se_cat_0.2,0.603,0.607,0.605,0.555,0.57,0.604,0.603,0.589,0.593,0.615,0.5944,0.017647662734764615
transformer_mean_conv_se_cat_0.2,0.603,0.607,0.605,0.555,0.57,0.604,0.603,0.589,0.593,0.615,0.5944,0.017647662734764615
rico_conv_se_add_0.3,0.603,0.607,0.605,0.557,0.6,0.604,0.601,0.589,0.593,0.621,0.5980000000000001,0.015874507866387527
seq2seq_conv_se_add_0.3,0.583,0.607,0.602,0.562,0.584,0.602,0.592,0.586,0.593,0.612,0.5923,0.013806158046321201
transformer_conv_se_add_0.3,0.603,0.61,0.603,0.562,0.572,0.604,0.601,0.586,0.593,0.617,0.5951000000000001,0.01629999999999999
transformer_mean_conv_se_add_0.3,0.605,0.607,0.603,0.557,0.57,0.604,0.601,0.586,0.593,0.617,0.5943,0.01748742405273
rico_conv_se_cat_0.3,0.603,0.607,0.605,0.555,0.57,0.604,0.603,0.589,0.593,0.615,0.5944,0.017647662734764615
seq2seq_conv_se_cat_0.3,0.603,0.607,0.605,0.555,0.57,0.604,0.603,0.589,0.593,0.615,0.5944,0.017647662734764615
transformer_conv_se_cat_0.3,0.603,0.607,0.605,0.555,0.57,0.604,0.603,0.589,0.593,0.615,0.5944,0.017647662734764615
transformer_mean_conv_se_cat_0.3,0.603,0.607,0.605,0.555,0.57,0.604,0.603,0.589,0.593,0.615,0.5944,0.017647662734764615
rico_conv_se_add_0.4,0.598,0.585,0.602,0.556,0.612,0.604,0.618,0.589,0.593,0.621,0.5978,0.017932094133145733
seq2seq_conv_se_add_0.4,0.583,0.608,0.599,0.562,0.601,0.603,0.592,0.586,0.601,0.615,0.595,0.0142968528005292
transformer_conv_se_add_0.4,0.603,0.61,0.603,0.562,0.572,0.608,0.605,0.586,0.599,0.616,0.5964,0.016608431593621346
transformer_mean_conv_se_add_0.4,0.605,0.61,0.603,0.557,0.57,0.608,0.605,0.586,0.593,0.616,0.5952999999999999,0.01803357978882728
rico_conv_se_cat_0.4,0.603,0.607,0.605,0.555,0.57,0.604,0.603,0.589,0.593,0.615,0.5944,0.017647662734764615
seq2seq_conv_se_cat_0.4,0.603,0.607,0.605,0.555,0.57,0.604,0.603,0.589,0.593,0.615,0.5944,0.017647662734764615
transformer_conv_se_cat_0.4,0.603,0.607,0.605,0.555,0.57,0.604,0.603,0.589,0.593,0.615,0.5944,0.017647662734764615
transformer_mean_conv_se_cat_0.4,0.603,0.607,0.605,0.555,0.57,0.604,0.603,0.589,0.593,0.615,0.5944,0.017647662734764615
rico_conv_se_add_0.5,0.596,0.585,0.602,0.556,0.612,0.604,0.626,0.589,0.588,0.614,0.5972,0.018438004230393257
seq2seq_conv_se_add_0.5,0.605,0.608,0.598,0.56,0.601,0.603,0.592,0.59,0.601,0.626,0.5984,0.015869467539901885
transformer_conv_se_add_0.5,0.603,0.61,0.603,0.562,0.588,0.608,0.619,0.586,0.599,0.616,0.5994,0.01606362350156401
transformer_mean_conv_se_add_0.5,0.605,0.61,0.603,0.556,0.572,0.608,0.619,0.586,0.593,0.616,0.5968,0.019177069640588986
rico_conv_se_cat_0.5,0.603,0.607,0.605,0.555,0.57,0.604,0.603,0.589,0.593,0.615,0.5944,0.017647662734764615
seq2seq_conv_se_cat_0.5,0.603,0.608,0.605,0.555,0.57,0.604,0.603,0.589,0.593,0.615,0.5945,0.01772145592213009
transformer_conv_se_cat_0.5,0.603,0.607,0.605,0.555,0.57,0.604,0.603,0.589,0.593,0.615,0.5944,0.017647662734764615
transformer_mean_conv_se_cat_0.5,0.603,0.607,0.605,0.555,0.57,0.604,0.603,0.589,0.593,0.615,0.5944,0.017647662734764615
rico_conv_se_add_0.6,0.603,0.585,0.585,0.554,0.612,0.604,0.625,0.601,0.588,0.592,0.5949,0.018190382074052203
seq2seq_conv_se_add_0.6,0.613,0.589,0.589,0.545,0.602,0.601,0.603,0.589,0.602,0.622,0.5955,0.01963797341886376
transformer_conv_se_add_0.6,0.594,0.586,0.606,0.556,0.589,0.608,0.619,0.571,0.599,0.616,0.5944,0.018799999999999994
transformer_mean_conv_se_add_0.6,0.601,0.61,0.599,0.566,0.58,0.607,0.619,0.586,0.599,0.616,0.5982999999999999,0.015786386540307458
rico_conv_se_cat_0.6,0.603,0.607,0.605,0.555,0.57,0.604,0.603,0.589,0.593,0.615,0.5944,0.017647662734764615
seq2seq_conv_se_cat_0.6,0.603,0.608,0.602,0.544,0.591,0.608,0.624,0.589,0.586,0.617,0.5972000000000001,0.021122499852053486
transformer_conv_se_cat_0.6,0.603,0.607,0.605,0.555,0.57,0.604,0.603,0.589,0.593,0.617,0.5946,0.017889661819050683
transformer_mean_conv_se_cat_0.6,0.603,0.607,0.605,0.555,0.57,0.604,0.603,0.589,0.593,0.615,0.5944,0.017647662734764615
rico_conv_se_add_0.7,0.607,0.619,0.585,0.554,0.612,0.605,0.614,0.571,0.585,0.593,0.5945,0.019820443990990713
seq2seq_conv_se_add_0.7,0.58,0.613,0.589,0.545,0.583,0.609,0.602,0.589,0.604,0.592,0.5906,0.018456435192094913
transformer_conv_se_add_0.7,0.594,0.586,0.616,0.556,0.589,0.606,0.619,0.571,0.595,0.627,0.5958999999999999,0.02090191378797645
transformer_mean_conv_se_add_0.7,0.604,0.605,0.598,0.57,0.591,0.605,0.619,0.586,0.599,0.617,0.5994,0.013763720427268216
rico_conv_se_cat_0.7,0.603,0.608,0.603,0.555,0.599,0.607,0.603,0.589,0.593,0.615,0.5974999999999999,0.01580664417262562
seq2seq_conv_se_cat_0.7,0.603,0.604,0.602,0.546,0.591,0.608,0.605,0.589,0.586,0.617,0.5951,0.018657170203436522
transformer_conv_se_cat_0.7,0.603,0.605,0.605,0.555,0.572,0.608,0.601,0.589,0.583,0.627,0.5948,0.019497692171126298
transformer_mean_conv_se_cat_0.7,0.603,0.607,0.605,0.555,0.572,0.604,0.601,0.589,0.583,0.627,0.5946,0.019381434415439942
rico_conv_se_add_0.8,0.602,0.618,0.583,0.552,0.591,0.609,0.612,0.571,0.587,0.63,0.5954999999999999,0.022213734490175215
seq2seq_conv_se_add_0.8,0.606,0.615,0.61,0.559,0.592,0.59,0.633,0.569,0.61,0.606,0.599,0.02093322717595163
transformer_conv_se_add_0.8,0.605,0.602,0.603,0.571,0.61,0.602,0.597,0.566,0.576,0.625,0.5956999999999999,0.017787917247390168
transformer_mean_conv_se_add_0.8,0.604,0.596,0.591,0.554,0.592,0.616,0.611,0.591,0.594,0.617,0.5966,0.017205812971202484
rico_conv_se_cat_0.8,0.603,0.609,0.603,0.546,0.597,0.607,0.602,0.589,0.583,0.603,0.5942000000000001,0.017775263711123937
seq2seq_conv_se_cat_0.8,0.614,0.589,0.611,0.544,0.596,0.608,0.614,0.571,0.586,0.62,0.5953,0.022507998578283228
transformer_conv_se_cat_0.8,0.603,0.606,0.605,0.546,0.588,0.608,0.602,0.571,0.583,0.627,0.5939,0.021644629818964325
transformer_mean_conv_se_cat_0.8,0.603,0.606,0.605,0.552,0.592,0.608,0.61,0.589,0.583,0.627,0.5975,0.019179416049504728
rico_conv_se_add_0.9,0.596,0.59,0.589,0.55,0.605,0.612,0.612,0.583,0.602,0.615,0.5954,0.018320480343047764
seq2seq_conv_se_add_0.9,0.595,0.601,0.596,0.574,0.605,0.61,0.605,0.602,0.601,0.609,0.5998,0.00976524449258697
transformer_conv_se_add_0.9,0.6,0.624,0.599,0.559,0.609,0.61,0.618,0.588,0.582,0.627,0.6016,0.019835322029147895
transformer_mean_conv_se_add_0.9,0.606,0.6,0.59,0.547,0.583,0.575,0.62,0.58,0.589,0.617,0.5907000000000001,0.020503902067655313
rico_conv_se_cat_0.9,0.599,0.601,0.586,0.555,0.596,0.608,0.62,0.571,0.582,0.626,0.5944,0.020567936211491902
seq2seq_conv_se_cat_0.9,0.59,0.611,0.609,0.569,0.61,0.604,0.625,0.624,0.607,0.604,0.6053,0.015375630068390706
transformer_conv_se_cat_0.9,0.582,0.584,0.569,0.545,0.579,0.61,0.616,0.571,0.585,0.618,0.5859,0.021828650897387128
transformer_mean_conv_se_cat_0.9,0.586,0.604,0.613,0.551,0.593,0.6,0.608,0.59,0.603,0.618,0.5966,0.017923169362587622
rico_conv_re_add_0.1,0.51,0.437,0.469,0.474,0.454,0.48,0.462,0.474,0.442,0.439,0.4641,0.021304694318389078
seq2seq_conv_re_add_0.1,0.51,0.437,0.469,0.474,0.452,0.48,0.462,0.474,0.441,0.483,0.46819999999999995,0.020463626267111113
transformer_conv_re_add_0.1,0.51,0.437,0.47,0.474,0.454,0.48,0.462,0.474,0.444,0.439,0.46440000000000003,0.021129126815843568
transformer_mean_conv_re_add_0.1,0.51,0.437,0.47,0.474,0.454,0.48,0.462,0.474,0.45,0.483,0.4694,0.0192520128817742
rico_conv_re_cat_0.1,0.51,0.437,0.469,0.474,0.462,0.48,0.462,0.474,0.446,0.439,0.46529999999999994,0.020654539452623966
seq2seq_conv_re_cat_0.1,0.51,0.437,0.469,0.474,0.462,0.48,0.462,0.474,0.446,0.439,0.46529999999999994,0.020654539452623966
transformer_conv_re_cat_0.1,0.51,0.437,0.469,0.474,0.462,0.48,0.462,0.474,0.447,0.439,0.4654,0.020563073700203476
transformer_mean_conv_re_cat_0.1,0.51,0.437,0.469,0.474,0.462,0.48,0.462,0.474,0.447,0.439,0.4654,0.020563073700203476
rico_conv_re_add_0.2,0.51,0.437,0.469,0.474,0.455,0.48,0.462,0.474,0.445,0.439,0.4645,0.020963062753328765
seq2seq_conv_re_add_0.2,0.51,0.437,0.469,0.474,0.474,0.475,0.462,0.474,0.441,0.483,0.4699,0.019588006534611936
transformer_conv_re_add_0.2,0.51,0.437,0.47,0.474,0.455,0.48,0.462,0.474,0.445,0.483,0.46900000000000003,0.019733220720399392
transformer_mean_conv_re_add_0.2,0.51,0.437,0.47,0.474,0.455,0.48,0.462,0.474,0.467,0.483,0.47119999999999995,0.01809309260463782
rico_conv_re_cat_0.2,0.51,0.437,0.469,0.474,0.462,0.48,0.462,0.474,0.446,0.439,0.46529999999999994,0.020654539452623966
seq2seq_conv_re_cat_0.2,0.51,0.437,0.469,0.474,0.462,0.48,0.462,0.474,0.446,0.439,0.46529999999999994,0.020654539452623966
transformer_conv_re_cat_0.2,0.51,0.437,0.469,0.474,0.462,0.48,0.462,0.474,0.446,0.439,0.46529999999999994,0.020654539452623966
transformer_mean_conv_re_cat_0.2,0.51,0.437,0.469,0.474,0.462,0.48,0.462,0.474,0.447,0.439,0.4654,0.020563073700203476
rico_conv_re_add_0.3,0.51,0.437,0.469,0.474,0.455,0.48,0.462,0.474,0.443,0.439,0.4643,0.021156795598577773
seq2seq_conv_re_add_0.3,0.51,0.433,0.471,0.476,0.474,0.475,0.462,0.477,0.44,0.483,0.47009999999999996,0.020564289435815668
transformer_conv_re_add_0.3,0.51,0.437,0.47,0.474,0.455,0.48,0.462,0.455,0.444,0.48,0.4667,0.019965219758369797
transformer_mean_conv_re_add_0.3,0.51,0.437,0.47,0.474,0.455,0.48,0.462,0.474,0.444,0.483,0.4689,0.01985673689204749
rico_conv_re_cat_0.3,0.51,0.437,0.469,0.474,0.462,0.48,0.462,0.474,0.446,0.439,0.46529999999999994,0.020654539452623966
seq2seq_conv_re_cat_0.3,0.51,0.437,0.469,0.474,0.462,0.48,0.462,0.474,0.446,0.439,0.46529999999999994,0.020654539452623966
transformer_conv_re_cat_0.3,0.51,0.437,0.469,0.474,0.462,0.48,0.462,0.474,0.446,0.439,0.46529999999999994,0.020654539452623966
