List,dec
c12,6.7%
c13,8.6%
c18,20.0%
c21,10.5%
c6,94.3%
c3,86.7%
c1,73.3%
c23,10.5%
c5,25.0%
c17,26.7%
c11,11.1%
c2,15.0%
c7,0.0%
c16,20.0%
c15,3.3%
c10,0.0%
c20,13.2%
c14,51.1%
c9,13.6%
c19,0.0%
c22,59.5%
c8,0.0%
c4,0.0%
Total,25.1%
