List,dec
c12,6.7%
c13,45.7%
c18,13.3%
c21,23.7%
c6,97.1%
c3,13.3%
c1,76.7%
c23,2.6%
c5,12.5%
c17,36.7%
c11,26.7%
c2,35.0%
c7,0.0%
c16,40.0%
c15,46.7%
c10,20.0%
c20,5.3%
c14,6.7%
c9,100.0%
c19,100.0%
c22,27.0%
c8,0.0%
c4,10.0%
Total,30.7%
