List,dec
c12,3.3%
c13,100.0%
c18,20.0%
c21,23.7%
c6,40.0%
c3,13.3%
c1,3.3%
c23,18.4%
c5,25.0%
c17,36.7%
c11,26.7%
c2,0.0%
c7,0.0%
c16,16.7%
c15,30.0%
c10,40.0%
c20,2.6%
c14,2.2%
c9,0.0%
c19,0.0%
c22,0.0%
c8,76.7%
c4,0.0%
Total,21.3%
