List,dec
r31,66.7%
r7,23.3%
r10,20.0%
r21,75.0%
r34,8.6%
r4,20.0%
r33,91.4%
r12,0.0%
r13,0.0%
r6,31.4%
r29,71.2%
r3,6.7%
r24,5.0%
r32,100.0%
r16,0.0%
r28,0.0%
r25,36.7%
r23,0.0%
r18,6.7%
r11,100.0%
r27,0.0%
r5,0.0%
r17,0.0%
r19,0.0%
r8,50.0%
r1,63.3%
r30,3.3%
r22,2.4%
r26,0.0%
r9,81.8%
r14,0.0%
r2,0.0%
r20,20.0%
r15,30.0%
Total,26.5%
