List,dec
text+button,16.7%
popup_with_access,0.0%
text_only,23.3%
open_with,82.2%
text_empty,10.0%
share_with,1.9%
list+on_off,60.0%
advertisement+button,25.0%
image_list,66.7%
popup_date,0.0%
movie,63.3%
menu_list,82.9%
translate_with_sound,0.0%
IME,30.0%
dialer,6.7%
translate,92.0%
image_view,17.5%
location_selection,3.3%
continue_as_name,75.0%
popup_with_full_screen,2.9%
pinpoint_location,6.7%
popup_with_continue_as_name,74.3%
list,40.0%
camera,35.0%
picture,0.0%
popup,30.0%
navigation_menu,2.2%
input_form,3.3%
select_dialog,3.3%
calendar,90.0%
text_image,3.3%
continue_button,0.0%
theme,0.0%
homescreen,0.0%
Total,30.0%
