List,dec
c12,6.7%
c13,94.3%
c18,23.3%
c21,2.6%
c6,40.0%
c3,20.0%
c1,6.7%
c23,2.6%
c5,12.5%
c17,10.0%
c11,73.3%
c2,60.0%
c7,100.0%
c16,53.3%
c15,56.7%
c10,0.0%
c20,7.9%
c14,20.0%
c9,0.0%
c19,76.5%
c22,97.3%
c8,80.0%
c4,20.0%
Total,39.7%
