List,dec
text+button,5.6%
popup_with_access,80.0%
text_only,13.3%
open_with,33.3%
text_empty,3.3%
share_with,80.8%
list+on_off,91.4%
advertisement+button,27.5%
image_list,60.0%
popup_date,0.0%
movie,36.7%
menu_list,80.0%
translate_with_sound,0.0%
IME,10.0%
dialer,0.0%
translate,92.0%
image_view,2.5%
location_selection,23.3%
continue_as_name,75.0%
popup_with_full_screen,11.4%
pinpoint_location,83.3%
popup_with_continue_as_name,57.1%
list,10.0%
camera,40.0%
picture,0.0%
popup,0.0%
navigation_menu,4.4%
input_form,0.0%
select_dialog,60.0%
calendar,50.0%
text_image,0.0%
continue_button,0.0%
theme,0.0%
homescreen,0.0%
Total,33.8%
