List,dec
text+button,11.1%
popup_with_access,3.3%
text_only,13.3%
open_with,2.2%
text_empty,3.3%
share_with,94.2%
list+on_off,94.3%
advertisement+button,2.5%
image_list,26.7%
popup_date,0.0%
movie,26.7%
menu_list,80.0%
translate_with_sound,0.0%
IME,0.0%
dialer,6.7%
translate,92.0%
image_view,5.0%
location_selection,76.7%
continue_as_name,0.0%
popup_with_full_screen,0.0%
pinpoint_location,3.3%
popup_with_continue_as_name,2.9%
list,10.0%
camera,0.0%
picture,40.0%
popup,3.3%
navigation_menu,2.2%
input_form,10.0%
select_dialog,3.3%
calendar,0.0%
text_image,16.7%
continue_button,2.4%
theme,0.0%
homescreen,0.0%
Total,21.3%
