List,dec
text+button,5.6%
popup_with_access,0.0%
text_only,33.3%
open_with,55.6%
text_empty,6.7%
share_with,9.6%
list+on_off,2.9%
advertisement+button,52.5%
image_list,15.6%
popup_date,0.0%
movie,3.3%
menu_list,40.0%
translate_with_sound,100.0%
IME,10.0%
dialer,6.7%
translate,64.0%
image_view,7.5%
location_selection,3.3%
continue_as_name,0.0%
popup_with_full_screen,5.7%
pinpoint_location,0.0%
popup_with_continue_as_name,80.0%
list,17.5%
camera,87.5%
picture,0.0%
popup,6.7%
navigation_menu,24.4%
input_form,13.3%
select_dialog,6.7%
calendar,66.7%
text_image,3.3%
continue_button,2.4%
theme,0.0%
homescreen,0.0%
Total,23.9%
