List,dec
text+button,5.6%
popup_with_access,0.0%
text_only,6.7%
open_with,24.4%
text_empty,20.0%
share_with,84.6%
list+on_off,20.0%
advertisement+button,17.5%
image_list,37.8%
popup_date,0.0%
movie,0.0%
menu_list,37.1%
translate_with_sound,100.0%
IME,10.0%
dialer,13.3%
translate,92.0%
image_view,7.5%
location_selection,3.3%
continue_as_name,100.0%
popup_with_full_screen,8.6%
pinpoint_location,3.3%
popup_with_continue_as_name,80.0%
list,25.0%
camera,90.0%
picture,0.0%
popup,6.7%
navigation_menu,24.4%
input_form,13.3%
select_dialog,6.7%
calendar,0.0%
text_image,13.3%
continue_button,9.5%
theme,4.5%
homescreen,0.0%
Total,26.9%
