List,dec
text+button,0.0%
popup_with_access,80.0%
text_only,30.0%
open_with,0.0%
text_empty,16.7%
share_with,94.2%
list+on_off,94.3%
advertisement+button,85.0%
image_list,20.0%
popup_date,0.0%
movie,0.0%
menu_list,0.0%
translate_with_sound,0.0%
IME,0.0%
dialer,0.0%
translate,0.0%
image_view,5.0%
location_selection,0.0%
continue_as_name,75.0%
popup_with_full_screen,0.0%
pinpoint_location,3.3%
popup_with_continue_as_name,0.0%
list,77.5%
camera,67.5%
picture,0.0%
popup,3.3%
navigation_menu,0.0%
input_form,36.7%
select_dialog,30.0%
calendar,0.0%
text_image,13.3%
continue_button,2.4%
theme,0.0%
homescreen,0.0%
Total,25.6%
