List,dec
text+button,5.6%
popup_with_access,76.7%
text_only,3.3%
open_with,28.9%
text_empty,3.3%
share_with,80.8%
list+on_off,91.4%
advertisement+button,2.5%
image_list,66.7%
popup_date,16.7%
movie,60.0%
menu_list,42.9%
translate_with_sound,0.0%
IME,10.0%
dialer,0.0%
translate,92.0%
image_view,2.5%
location_selection,80.0%
continue_as_name,0.0%
popup_with_full_screen,14.3%
pinpoint_location,80.0%
popup_with_continue_as_name,0.0%
list,25.0%
camera,37.5%
picture,6.7%
popup,20.0%
navigation_menu,4.4%
input_form,10.0%
select_dialog,63.3%
calendar,56.7%
text_image,3.3%
continue_button,2.4%
theme,0.0%
homescreen,0.0%
Total,33.1%
