List,dec
text+button,0.0%
popup_with_access,0.0%
text_only,3.3%
open_with,51.1%
text_empty,6.7%
share_with,80.8%
list+on_off,94.3%
advertisement+button,0.0%
image_list,60.0%
popup_date,0.0%
movie,0.0%
menu_list,85.7%
translate_with_sound,0.0%
IME,0.0%
dialer,0.0%
translate,92.0%
image_view,5.0%
location_selection,0.0%
continue_as_name,75.0%
popup_with_full_screen,0.0%
pinpoint_location,73.3%
popup_with_continue_as_name,85.7%
list,2.5%
camera,50.0%
picture,0.0%
popup,0.0%
navigation_menu,4.4%
input_form,0.0%
select_dialog,0.0%
calendar,0.0%
text_image,30.0%
continue_button,2.4%
theme,0.0%
homescreen,20.0%
Total,27.5%
