List,dec
text+button,11.1%
popup_with_access,0.0%
text_only,13.3%
open_with,88.9%
text_empty,10.0%
share_with,1.9%
list+on_off,0.0%
advertisement+button,85.0%
image_list,26.7%
popup_date,0.0%
movie,26.7%
menu_list,80.0%
translate_with_sound,0.0%
IME,30.0%
dialer,13.3%
translate,92.0%
image_view,2.5%
location_selection,76.7%
continue_as_name,0.0%
popup_with_full_screen,2.9%
pinpoint_location,0.0%
popup_with_continue_as_name,2.9%
list,22.5%
camera,0.0%
picture,53.3%
popup,3.3%
navigation_menu,4.4%
input_form,10.0%
select_dialog,3.3%
calendar,3.3%
text_image,10.0%
continue_button,4.8%
theme,18.2%
homescreen,0.0%
Total,22.0%
