List,dec
text+button,22.2%
popup_with_access,0.0%
text_only,30.0%
open_with,2.2%
text_empty,10.0%
share_with,94.2%
list+on_off,22.9%
advertisement+button,60.0%
image_list,2.2%
popup_date,0.0%
movie,63.3%
menu_list,82.9%
translate_with_sound,47.1%
IME,0.0%
dialer,6.7%
translate,92.0%
image_view,5.0%
location_selection,3.3%
continue_as_name,0.0%
popup_with_full_screen,14.3%
pinpoint_location,6.7%
popup_with_continue_as_name,74.3%
list,32.5%
camera,32.5%
picture,0.0%
popup,16.7%
navigation_menu,8.9%
input_form,3.3%
select_dialog,53.3%
calendar,90.0%
text_image,10.0%
continue_button,7.1%
theme,0.0%
homescreen,20.0%
Total,30.1%
