List,dec
text+button,5.6%
popup_with_access,3.3%
text_only,23.3%
open_with,2.2%
text_empty,13.3%
share_with,94.2%
list+on_off,11.4%
advertisement+button,60.0%
image_list,2.2%
popup_date,50.0%
movie,6.7%
menu_list,82.9%
translate_with_sound,0.0%
IME,10.0%
dialer,13.3%
translate,92.0%
image_view,5.0%
location_selection,0.0%
continue_as_name,75.0%
popup_with_full_screen,25.7%
pinpoint_location,76.7%
popup_with_continue_as_name,74.3%
list,27.5%
camera,2.5%
picture,0.0%
popup,13.3%
navigation_menu,0.0%
input_form,10.0%
select_dialog,56.7%
calendar,3.3%
text_image,3.3%
continue_button,2.4%
theme,0.0%
homescreen,0.0%
Total,25.7%
