List,dec
text+button,11.1%
popup_with_access,3.3%
text_only,3.3%
open_with,0.0%
text_empty,3.3%
share_with,94.2%
list+on_off,94.3%
advertisement+button,17.5%
image_list,4.4%
popup_date,0.0%
movie,3.3%
menu_list,40.0%
translate_with_sound,0.0%
IME,10.0%
dialer,13.3%
translate,92.0%
image_view,7.5%
location_selection,0.0%
continue_as_name,100.0%
popup_with_full_screen,2.9%
pinpoint_location,6.7%
popup_with_continue_as_name,2.9%
list,47.5%
camera,0.0%
picture,53.3%
popup,20.0%
navigation_menu,2.2%
input_form,0.0%
select_dialog,33.3%
calendar,0.0%
text_image,20.0%
continue_button,7.1%
theme,0.0%
homescreen,0.0%
Total,20.5%
