List,dec
text+button,11.1%
popup_with_access,0.0%
text_only,10.0%
open_with,24.4%
text_empty,53.3%
share_with,84.6%
list+on_off,97.1%
advertisement+button,77.5%
image_list,15.6%
popup_date,50.0%
movie,3.3%
menu_list,37.1%
translate_with_sound,100.0%
IME,0.0%
dialer,6.7%
translate,92.0%
image_view,7.5%
location_selection,0.0%
continue_as_name,87.5%
popup_with_full_screen,11.4%
pinpoint_location,3.3%
popup_with_continue_as_name,80.0%
list,37.5%
camera,2.5%
picture,0.0%
popup,10.0%
navigation_menu,24.4%
input_form,13.3%
select_dialog,6.7%
calendar,0.0%
text_image,3.3%
continue_button,4.8%
theme,0.0%
homescreen,40.0%
Total,29.0%
