List,dec
text+button,22.2%
popup_with_access,0.0%
text_only,3.3%
open_with,51.1%
text_empty,63.3%
share_with,80.8%
list+on_off,91.4%
advertisement+button,92.5%
image_list,4.4%
popup_date,16.7%
movie,10.0%
menu_list,77.1%
translate_with_sound,100.0%
IME,0.0%
dialer,6.7%
translate,0.0%
image_view,2.5%
location_selection,0.0%
continue_as_name,0.0%
popup_with_full_screen,8.6%
pinpoint_location,80.0%
popup_with_continue_as_name,77.1%
list,5.0%
camera,2.5%
picture,6.7%
popup,0.0%
navigation_menu,4.4%
input_form,10.0%
select_dialog,33.3%
calendar,20.0%
text_image,3.3%
continue_button,4.8%
theme,18.2%
homescreen,0.0%
Total,29.6%
