List,dec
text+button,5.6%
popup_with_access,80.0%
text_only,13.3%
open_with,0.0%
text_empty,3.3%
share_with,94.2%
list+on_off,37.1%
advertisement+button,85.0%
image_list,2.2%
popup_date,0.0%
movie,63.3%
menu_list,0.0%
translate_with_sound,0.0%
IME,20.0%
dialer,13.3%
translate,0.0%
image_view,7.5%
location_selection,0.0%
continue_as_name,0.0%
popup_with_full_screen,14.3%
pinpoint_location,3.3%
popup_with_continue_as_name,0.0%
list,72.5%
camera,0.0%
picture,0.0%
popup,13.3%
navigation_menu,4.4%
input_form,3.3%
select_dialog,50.0%
calendar,63.3%
text_image,0.0%
continue_button,31.0%
theme,95.5%
homescreen,20.0%
Total,26.4%
