List,dec
text+button,5.6%
popup_with_access,76.7%
text_only,23.3%
open_with,24.4%
text_empty,3.3%
share_with,84.6%
list+on_off,91.4%
advertisement+button,0.0%
image_list,42.2%
popup_date,0.0%
movie,13.3%
menu_list,80.0%
translate_with_sound,94.1%
IME,10.0%
dialer,0.0%
translate,4.0%
image_view,0.0%
location_selection,23.3%
continue_as_name,75.0%
popup_with_full_screen,14.3%
pinpoint_location,80.0%
popup_with_continue_as_name,71.4%
list,25.0%
camera,25.0%
picture,0.0%
popup,0.0%
navigation_menu,0.0%
input_form,0.0%
select_dialog,33.3%
calendar,43.3%
text_image,23.3%
continue_button,0.0%
theme,0.0%
homescreen,0.0%
Total,30.5%
