List,dec
text+button,22.2%
popup_with_access,3.3%
text_only,23.3%
open_with,0.0%
text_empty,3.3%
share_with,94.2%
list+on_off,71.4%
advertisement+button,25.0%
image_list,2.2%
popup_date,0.0%
movie,63.3%
menu_list,82.9%
translate_with_sound,0.0%
IME,0.0%
dialer,6.7%
translate,92.0%
image_view,17.5%
location_selection,76.7%
continue_as_name,75.0%
popup_with_full_screen,2.9%
pinpoint_location,76.7%
popup_with_continue_as_name,74.3%
list,40.0%
camera,2.5%
picture,0.0%
popup,23.3%
navigation_menu,31.1%
input_form,3.3%
select_dialog,53.3%
calendar,93.3%
text_image,6.7%
continue_button,11.9%
theme,0.0%
homescreen,20.0%
Total,34.7%
