List,dec
text+button,16.7%
popup_with_access,0.0%
text_only,26.7%
open_with,2.2%
text_empty,13.3%
share_with,1.9%
list+on_off,71.4%
advertisement+button,25.0%
image_list,66.7%
popup_date,0.0%
movie,63.3%
menu_list,82.9%
translate_with_sound,0.0%
IME,0.0%
dialer,13.3%
translate,92.0%
image_view,7.5%
location_selection,0.0%
continue_as_name,75.0%
popup_with_full_screen,2.9%
pinpoint_location,76.7%
popup_with_continue_as_name,74.3%
list,12.5%
camera,57.5%
picture,0.0%
popup,16.7%
navigation_menu,11.1%
input_form,3.3%
select_dialog,53.3%
calendar,90.0%
text_image,3.3%
continue_button,14.3%
theme,0.0%
homescreen,0.0%
Total,30.3%
