List,dec
text+button,16.7%
popup_with_access,3.3%
text_only,23.3%
open_with,2.2%
text_empty,16.7%
share_with,94.2%
list+on_off,71.4%
advertisement+button,60.0%
image_list,66.7%
popup_date,0.0%
movie,6.7%
menu_list,82.9%
translate_with_sound,82.4%
IME,0.0%
dialer,13.3%
translate,64.0%
image_view,7.5%
location_selection,0.0%
continue_as_name,0.0%
popup_with_full_screen,2.9%
pinpoint_location,76.7%
popup_with_continue_as_name,60.0%
list,12.5%
camera,0.0%
picture,53.3%
popup,33.3%
navigation_menu,6.7%
input_form,6.7%
select_dialog,3.3%
calendar,90.0%
text_image,13.3%
continue_button,4.8%
theme,0.0%
homescreen,0.0%
Total,31.8%
