List,dec
text+button,5.6%
popup_with_access,3.3%
text_only,0.0%
open_with,60.0%
text_empty,16.7%
share_with,1.9%
list+on_off,85.7%
advertisement+button,85.0%
image_list,66.7%
popup_date,0.0%
movie,43.3%
menu_list,82.9%
translate_with_sound,0.0%
IME,0.0%
dialer,13.3%
translate,92.0%
image_view,2.5%
location_selection,16.7%
continue_as_name,0.0%
popup_with_full_screen,2.9%
pinpoint_location,76.7%
popup_with_continue_as_name,85.7%
list,27.5%
camera,47.5%
picture,6.7%
popup,20.0%
navigation_menu,13.3%
input_form,3.3%
select_dialog,3.3%
calendar,0.0%
text_image,6.7%
continue_button,4.8%
theme,0.0%
homescreen,20.0%
Total,30.6%
