List,dec
text+button,5.6%
popup_with_access,76.7%
text_only,70.0%
open_with,0.0%
text_empty,3.3%
share_with,94.2%
list+on_off,94.3%
advertisement+button,17.5%
image_list,20.0%
popup_date,0.0%
movie,0.0%
menu_list,2.9%
translate_with_sound,0.0%
IME,20.0%
dialer,13.3%
translate,4.0%
image_view,5.0%
location_selection,0.0%
continue_as_name,0.0%
popup_with_full_screen,11.4%
pinpoint_location,6.7%
popup_with_continue_as_name,0.0%
list,2.5%
camera,90.0%
picture,6.7%
popup,23.3%
navigation_menu,28.9%
input_form,0.0%
select_dialog,33.3%
calendar,0.0%
text_image,20.0%
continue_button,4.8%
theme,0.0%
homescreen,0.0%
Total,23.4%
