List,dec
text+button,5.6%
popup_with_access,76.7%
text_only,3.3%
open_with,51.1%
text_empty,40.0%
share_with,80.8%
list+on_off,91.4%
advertisement+button,2.5%
image_list,48.9%
popup_date,16.7%
movie,60.0%
menu_list,57.1%
translate_with_sound,0.0%
IME,0.0%
dialer,13.3%
translate,92.0%
image_view,5.0%
location_selection,80.0%
continue_as_name,75.0%
popup_with_full_screen,14.3%
pinpoint_location,80.0%
popup_with_continue_as_name,0.0%
list,5.0%
camera,47.5%
picture,6.7%
popup,20.0%
navigation_menu,17.8%
input_form,10.0%
select_dialog,63.3%
calendar,56.7%
text_image,3.3%
continue_button,0.0%
theme,0.0%
homescreen,0.0%
Total,35.8%
