List,dec
c12,6.7%
c13,0.0%
c18,6.7%
c21,23.7%
c6,31.4%
c3,13.3%
c1,13.3%
c23,7.9%
c5,22.5%
c17,33.3%
c11,24.4%
c2,0.0%
c7,100.0%
c16,40.0%
c15,16.7%
c10,0.0%
c20,13.2%
c14,2.2%
c9,0.0%
c19,0.0%
c22,100.0%
c8,0.0%
c4,0.0%
Total,21.9%
