List,dec
c12,3.3%
c13,14.3%
c18,6.7%
c21,2.6%
c6,97.1%
c3,0.0%
c1,73.3%
c23,21.1%
c5,22.5%
c17,6.7%
c11,2.2%
c2,97.5%
c7,0.0%
c16,3.3%
c15,3.3%
c10,0.0%
c20,5.3%
c14,2.2%
c9,4.5%
c19,0.0%
c22,100.0%
c8,0.0%
c4,0.0%
Total,23.9%
