List,dec
text+button,22.2%
popup_with_access,3.3%
text_only,3.3%
open_with,46.7%
text_empty,10.0%
share_with,57.7%
list+on_off,71.4%
advertisement+button,60.0%
image_list,66.7%
popup_date,50.0%
movie,63.3%
menu_list,82.9%
translate_with_sound,0.0%
IME,10.0%
dialer,6.7%
translate,92.0%
image_view,7.5%
location_selection,0.0%
continue_as_name,0.0%
popup_with_full_screen,25.7%
pinpoint_location,76.7%
popup_with_continue_as_name,74.3%
list,10.0%
camera,0.0%
picture,0.0%
popup,6.7%
navigation_menu,11.1%
input_form,10.0%
select_dialog,3.3%
calendar,3.3%
text_image,10.0%
continue_button,2.4%
theme,0.0%
homescreen,0.0%
Total,29.6%
