List,dec
text+button,5.6%
popup_with_access,3.3%
text_only,33.3%
open_with,0.0%
text_empty,20.0%
share_with,94.2%
list+on_off,80.0%
advertisement+button,25.0%
image_list,28.9%
popup_date,33.3%
movie,40.0%
menu_list,42.9%
translate_with_sound,0.0%
IME,0.0%
dialer,0.0%
translate,92.0%
image_view,10.0%
location_selection,3.3%
continue_as_name,25.0%
popup_with_full_screen,8.6%
pinpoint_location,23.3%
popup_with_continue_as_name,0.0%
list,2.5%
camera,2.5%
picture,0.0%
popup,3.3%
navigation_menu,2.2%
input_form,3.3%
select_dialog,0.0%
calendar,76.7%
text_image,3.3%
continue_button,9.5%
theme,18.2%
homescreen,0.0%
Total,22.4%
