List,dec
text+button,5.6%
popup_with_access,53.3%
text_only,6.7%
open_with,22.2%
text_empty,16.7%
share_with,94.2%
list+on_off,94.3%
advertisement+button,82.5%
image_list,66.7%
popup_date,0.0%
movie,43.3%
menu_list,0.0%
translate_with_sound,0.0%
IME,0.0%
dialer,13.3%
translate,92.0%
image_view,5.0%
location_selection,0.0%
continue_as_name,100.0%
popup_with_full_screen,17.1%
pinpoint_location,76.7%
popup_with_continue_as_name,2.9%
list,27.5%
camera,5.0%
picture,6.7%
popup,3.3%
navigation_menu,6.7%
input_form,0.0%
select_dialog,0.0%
calendar,30.0%
text_image,3.3%
continue_button,2.4%
theme,0.0%
homescreen,0.0%
Total,28.6%
