List,dec
text+button,0.0%
popup_with_access,0.0%
text_only,23.3%
open_with,75.6%
text_empty,33.3%
share_with,25.0%
list+on_off,94.3%
advertisement+button,85.0%
image_list,66.7%
popup_date,0.0%
movie,10.0%
menu_list,0.0%
translate_with_sound,0.0%
IME,0.0%
dialer,0.0%
translate,0.0%
image_view,10.0%
location_selection,3.3%
continue_as_name,75.0%
popup_with_full_screen,0.0%
pinpoint_location,0.0%
popup_with_continue_as_name,0.0%
list,0.0%
camera,0.0%
picture,0.0%
popup,6.7%
navigation_menu,0.0%
input_form,0.0%
select_dialog,76.7%
calendar,83.3%
text_image,10.0%
continue_button,0.0%
theme,0.0%
homescreen,0.0%
Total,22.8%
