List,dec
text+button,5.6%
popup_with_access,80.0%
text_only,0.0%
open_with,60.0%
text_empty,16.7%
share_with,1.9%
list+on_off,20.0%
advertisement+button,85.0%
image_list,66.7%
popup_date,0.0%
movie,43.3%
menu_list,77.1%
translate_with_sound,0.0%
IME,0.0%
dialer,13.3%
translate,92.0%
image_view,5.0%
location_selection,60.0%
continue_as_name,0.0%
popup_with_full_screen,2.9%
pinpoint_location,76.7%
popup_with_continue_as_name,2.9%
list,27.5%
camera,47.5%
picture,53.3%
popup,3.3%
navigation_menu,13.3%
input_form,3.3%
select_dialog,30.0%
calendar,0.0%
text_image,3.3%
continue_button,14.3%
theme,0.0%
homescreen,0.0%
Total,30.1%
