List,dec
c12,6.7%
c13,94.3%
c18,10.0%
c21,10.5%
c6,97.1%
c3,0.0%
c1,70.0%
c23,5.3%
c5,7.5%
c17,6.7%
c11,24.4%
c2,32.5%
c7,0.0%
c16,30.0%
c15,0.0%
c10,20.0%
c20,28.9%
c14,15.6%
c9,95.5%
c19,100.0%
c22,0.0%
c8,6.7%
c4,0.0%
Total,28.0%
