List,dec
text+button,5.6%
popup_with_access,80.0%
text_only,6.7%
open_with,6.7%
text_empty,3.3%
share_with,76.9%
list+on_off,2.9%
advertisement+button,70.0%
image_list,22.2%
popup_date,66.7%
movie,63.3%
menu_list,40.0%
translate_with_sound,100.0%
IME,40.0%
dialer,0.0%
translate,4.0%
image_view,20.0%
location_selection,76.7%
continue_as_name,0.0%
popup_with_full_screen,5.7%
pinpoint_location,76.7%
popup_with_continue_as_name,80.0%
list,2.5%
camera,2.5%
picture,46.7%
popup,3.3%
navigation_menu,31.1%
input_form,0.0%
select_dialog,60.0%
calendar,0.0%
text_image,3.3%
continue_button,4.8%
theme,4.5%
homescreen,0.0%
Total,29.9%
