List,dec
text+button,0.0%
popup_with_access,0.0%
text_only,13.3%
open_with,0.0%
text_empty,16.7%
share_with,94.2%
list+on_off,94.3%
advertisement+button,85.0%
image_list,17.8%
popup_date,0.0%
movie,20.0%
menu_list,0.0%
translate_with_sound,0.0%
IME,0.0%
dialer,6.7%
translate,0.0%
image_view,12.5%
location_selection,0.0%
continue_as_name,75.0%
popup_with_full_screen,0.0%
pinpoint_location,0.0%
popup_with_continue_as_name,80.0%
list,0.0%
camera,0.0%
picture,0.0%
popup,6.7%
navigation_menu,0.0%
input_form,0.0%
select_dialog,10.0%
calendar,80.0%
text_image,26.7%
continue_button,2.4%
theme,0.0%
homescreen,0.0%
Total,21.7%
