List,dec
r31,33.3%
r7,100.0%
r10,20.0%
r21,0.0%
r34,68.6%
r4,10.0%
r33,100.0%
r12,6.7%
r13,91.4%
r6,97.1%
r29,100.0%
r3,6.7%
r24,5.0%
r32,100.0%
r16,40.0%
r28,0.0%
r25,70.0%
r23,11.1%
r18,3.3%
r11,73.3%
r27,96.0%
r5,37.5%
r17,0.0%
r19,17.6%
r8,0.0%
r1,76.7%
r30,16.7%
r22,7.1%
r26,40.0%
r9,100.0%
r14,22.2%
r2,35.0%
r20,70.0%
r15,3.3%
Total,46.9%
