List,dec
text+button,5.6%
popup_with_access,3.3%
text_only,23.3%
open_with,57.8%
text_empty,10.0%
share_with,1.9%
list+on_off,71.4%
advertisement+button,85.0%
image_list,66.7%
popup_date,0.0%
movie,6.7%
menu_list,11.4%
translate_with_sound,29.4%
IME,30.0%
dialer,6.7%
translate,72.0%
image_view,2.5%
location_selection,0.0%
continue_as_name,75.0%
popup_with_full_screen,14.3%
pinpoint_location,6.7%
popup_with_continue_as_name,77.1%
list,2.5%
camera,47.5%
picture,0.0%
popup,10.0%
navigation_menu,11.1%
input_form,3.3%
select_dialog,53.3%
calendar,90.0%
text_image,6.7%
continue_button,2.4%
theme,0.0%
homescreen,0.0%
Total,27.7%
