List,dec
text+button,5.6%
popup_with_access,0.0%
text_only,0.0%
open_with,24.4%
text_empty,3.3%
share_with,78.8%
list+on_off,91.4%
advertisement+button,50.0%
image_list,57.8%
popup_date,0.0%
movie,0.0%
menu_list,82.9%
translate_with_sound,58.8%
IME,20.0%
dialer,0.0%
translate,0.0%
image_view,2.5%
location_selection,23.3%
continue_as_name,75.0%
popup_with_full_screen,2.9%
pinpoint_location,16.7%
popup_with_continue_as_name,0.0%
list,0.0%
camera,50.0%
picture,0.0%
popup,3.3%
navigation_menu,2.2%
input_form,0.0%
select_dialog,50.0%
calendar,0.0%
text_image,0.0%
continue_button,2.4%
theme,0.0%
homescreen,20.0%
Total,23.2%
