List,dec
text+button,5.6%
popup_with_access,3.3%
text_only,23.3%
open_with,2.2%
text_empty,6.7%
share_with,94.2%
list+on_off,37.1%
advertisement+button,85.0%
image_list,2.2%
popup_date,0.0%
movie,63.3%
menu_list,40.0%
translate_with_sound,0.0%
IME,10.0%
dialer,13.3%
translate,92.0%
image_view,10.0%
location_selection,76.7%
continue_as_name,0.0%
popup_with_full_screen,8.6%
pinpoint_location,76.7%
popup_with_continue_as_name,0.0%
list,2.5%
camera,0.0%
picture,0.0%
popup,3.3%
navigation_menu,4.4%
input_form,3.3%
select_dialog,50.0%
calendar,6.7%
text_image,10.0%
continue_button,31.0%
theme,95.5%
homescreen,0.0%
Total,28.0%
