List,dec
text+button,5.6%
popup_with_access,6.7%
text_only,36.7%
open_with,51.1%
text_empty,0.0%
share_with,80.8%
list+on_off,91.4%
advertisement+button,2.5%
image_list,17.8%
popup_date,0.0%
movie,43.3%
menu_list,77.1%
translate_with_sound,0.0%
IME,0.0%
dialer,6.7%
translate,92.0%
image_view,5.0%
location_selection,80.0%
continue_as_name,75.0%
popup_with_full_screen,14.3%
pinpoint_location,80.0%
popup_with_continue_as_name,77.1%
list,5.0%
camera,32.5%
picture,0.0%
popup,13.3%
navigation_menu,4.4%
input_form,10.0%
select_dialog,20.0%
calendar,0.0%
text_image,0.0%
continue_button,2.4%
theme,0.0%
homescreen,0.0%
Total,30.3%
