List,dec
text+button,16.7%
popup_with_access,40.0%
text_only,6.7%
open_with,82.2%
text_empty,6.7%
share_with,1.9%
list+on_off,88.6%
advertisement+button,7.5%
image_list,17.8%
popup_date,0.0%
movie,33.3%
menu_list,0.0%
translate_with_sound,0.0%
IME,0.0%
dialer,20.0%
translate,96.0%
image_view,12.5%
location_selection,0.0%
continue_as_name,75.0%
popup_with_full_screen,2.9%
pinpoint_location,3.3%
popup_with_continue_as_name,77.1%
list,15.0%
camera,57.5%
picture,40.0%
popup,13.3%
navigation_menu,11.1%
input_form,33.3%
select_dialog,16.7%
calendar,80.0%
text_image,16.7%
continue_button,7.1%
theme,18.2%
homescreen,0.0%
Total,27.1%
