List,dec
text+button,0.0%
popup_with_access,80.0%
text_only,20.0%
open_with,24.4%
text_empty,0.0%
share_with,67.3%
list+on_off,94.3%
advertisement+button,27.5%
image_list,57.8%
popup_date,0.0%
movie,33.3%
menu_list,82.9%
translate_with_sound,0.0%
IME,0.0%
dialer,46.7%
translate,0.0%
image_view,0.0%
location_selection,0.0%
continue_as_name,75.0%
popup_with_full_screen,14.3%
pinpoint_location,6.7%
popup_with_continue_as_name,0.0%
list,25.0%
camera,37.5%
picture,0.0%
popup,0.0%
navigation_menu,17.8%
input_form,0.0%
select_dialog,63.3%
calendar,10.0%
text_image,0.0%
continue_button,7.1%
theme,0.0%
homescreen,0.0%
Total,26.3%
