List,dec
text+button,16.7%
popup_with_access,73.3%
text_only,10.0%
open_with,0.0%
text_empty,3.3%
share_with,67.3%
list+on_off,94.3%
advertisement+button,2.5%
image_list,55.6%
popup_date,0.0%
movie,30.0%
menu_list,82.9%
translate_with_sound,0.0%
IME,0.0%
dialer,26.7%
translate,0.0%
image_view,15.0%
location_selection,0.0%
continue_as_name,75.0%
popup_with_full_screen,8.6%
pinpoint_location,56.7%
popup_with_continue_as_name,0.0%
list,25.0%
camera,2.5%
picture,46.7%
popup,0.0%
navigation_menu,0.0%
input_form,3.3%
select_dialog,63.3%
calendar,23.3%
text_image,0.0%
continue_button,0.0%
theme,4.5%
homescreen,20.0%
Total,24.4%
