List,dec
text+button,5.6%
popup_with_access,83.3%
text_only,3.3%
open_with,80.0%
text_empty,6.7%
share_with,80.8%
list+on_off,94.3%
advertisement+button,75.0%
image_list,31.1%
popup_date,0.0%
movie,20.0%
menu_list,5.7%
translate_with_sound,0.0%
IME,10.0%
dialer,6.7%
translate,4.0%
image_view,5.0%
location_selection,3.3%
continue_as_name,75.0%
popup_with_full_screen,5.7%
pinpoint_location,3.3%
popup_with_continue_as_name,2.9%
list,62.5%
camera,92.5%
picture,0.0%
popup,16.7%
navigation_menu,2.2%
input_form,36.7%
select_dialog,36.7%
calendar,26.7%
text_image,10.0%
continue_button,2.4%
theme,77.3%
homescreen,20.0%
Total,32.8%
